trade_id,region1,region2,industry1,industry2,amount,total_resources_value,resources_count,unique_resources_factors,natural_resource/land,natural_resource/water,resources_intensity
3433,CA,CA,FORES,WOODW,9728.39,2373429.336,2.0,2.0,2373331.0,98.336,243.969386
8261,CA,CA,WOODW,CONST,7393.17,736014.458,2.0,2.0,735890.0,124.458,99.553298
3389,CA,CA,FORES,FORES,1458.28,355775.74,2.0,2.0,355761.0,14.74,243.96943
3409,CA,CA,FORES,PUBLI,803.89,196124.126,2.0,2.0,196116.0,8.126,243.968859
3404,CA,CA,FORES,PAPER,729.78,178044.377,2.0,2.0,178037.0,7.377,243.969932
8341,CA,CA,WOODW,WOODW,1539.18,153230.911,2.0,2.0,153205.0,25.911,99.553601
3410,CA,CA,FORES,PULP5,575.78,140471.82,2.0,2.0,140466.0,5.82,243.96787
835,CA,CA,CATTL,MEATC,4704.37,131765.562,2.0,2.0,131661.0,104.562,28.009183
8315,CA,CA,WOODW,PULP5,856.06,85223.411,2.0,2.0,85209.0,14.411,99.553082
6500,CA,CA,RAWMI,DAIRY,8082.24,70978.502,2.0,2.0,70715.0,263.502,8.782033
8307,CA,CA,WOODW,PAPER,668.01,66502.245,2.0,2.0,66491.0,11.245,99.552769
817,CA,CA,CATTL,CATTL,2298.05,64366.077,2.0,2.0,64315.0,51.077,28.008998
3388,CA,CA,FORES,FABRI,138.76,33852.403,2.0,2.0,33851.0,1.403,243.9637
3417,CA,CA,FORES,RUBBE,135.75,33119.372,2.0,2.0,33118.0,1.372,243.973274
5671,CA,CA,PAPER,PAPER,1530.44,30478.616,2.0,2.0,30333.0,145.616,19.914937
6330,CA,CA,PULP5,PAPER,691.67,29869.006,2.0,2.0,29839.0,30.006,43.183897
985,CA,CA,CEREA,FOOD5,3527.34,26473.864,2.0,2.0,26431.0,42.864,7.505334
3390,CA,CA,FORES,FURNI,103.42,25232.045,2.0,2.0,25231.0,1.045,243.976455
8143,CA,CA,WHEAT,FOOD5,2480.11,23465.451,2.0,2.0,23416.0,49.451,9.461456
1751,CA,CA,DAIRY,DAIRY,3534.68,21183.365,2.0,2.0,21074.0,109.365,5.993008
3432,CA,CA,FORES,WHOLE,85.68,20902.866,2.0,2.0,20902.0,0.866,243.964356
8336,CA,CA,WOODW,VEGET,170.44,16967.869,2.0,2.0,16965.0,2.869,99.553327
3316,CA,CA,FOOD5,FOOD5,6418.12,14607.359,2.0,2.0,14457.0,150.359,2.275956
5607,CA,CA,PAPER,BEVER,650.96,12963.937,2.0,2.0,12902.0,61.937,19.915105
8324,CA,CA,WOODW,RUBBE,128.21,12764.158,2.0,2.0,12762.0,2.158,99.556649
3376,CA,CA,FORES,BUSIN,46.11,11250.466,2.0,2.0,11250.0,0.466,243.991889
3395,CA,CA,FORES,LANDT,43.26,10554.437,2.0,2.0,10554.0,0.437,243.976815
1526,CA,CA,CONST,PUBLI,3126.25,10342.733,2.0,2.0,10308.0,34.733,3.308351
8273,CA,CA,WOODW,FABRI,102.95,10249.733,2.0,2.0,10248.0,1.733,99.560301
5856,CA,CA,PIGS9,MEATP,3829.09,9931.894,2.0,2.0,9862.0,69.894,2.5938
4754,CA,CA,MEATC,HOTEL,416.08,9763.506,2.0,2.0,9754.0,9.506,23.465454
5583,CA,CA,OILSE,OILSE,912.8,9529.562,2.0,2.0,9516.0,13.562,10.439923
971,CA,CA,CEREA,CATTL,1230.13,9232.949,2.0,2.0,9218.0,14.949,7.505669
8224,CA,CA,WHOLE,RADIO,2382.52,9093.269,2.0,2.0,9008.0,85.269,3.81666
1758,CA,CA,DAIRY,HOTEL,1401.82,8401.373,2.0,2.0,8358.0,43.373,5.99319
3383,CA,CA,FORES,CONST,33.92,8274.343,2.0,2.0,8274.0,0.343,243.936999
5391,CA,CA,NONME,CONST,10797.05,7938.363,2.0,2.0,7555.0,383.363,0.735234
8172,CA,CA,WHEAT,WHEAT,837.87,7927.706,2.0,2.0,7911.0,16.706,9.461738
8219,CA,CA,WHOLE,PAPER,2029.68,7746.641,2.0,2.0,7674.0,72.641,3.816681
6932,CA,CA,RESEA,PUBLI,4964.26,7690.265,2.0,2.0,5932.0,1758.265,1.549126
8072,CA,CA,VEGET,VEGET,784.49,7357.216,2.0,2.0,7339.0,18.216,9.378343
7144,CA,CA,RUBBE,CONST,3029.8,7109.413,2.0,2.0,7050.0,59.413,2.346496
502,CA,CA,BEVER,BEVER,3940.74,6872.028,2.0,2.0,6783.0,89.028,1.743842
847,CA,CA,CATTL,RAWMI,235.75,6603.24,2.0,2.0,6598.0,5.24,28.009502
4319,CA,CA,LANDT,LANDT,10933.53,6499.742,2.0,2.0,6364.0,135.742,0.594478
5704,CA,CA,PAPER,VEGET,319.64,6365.413,2.0,2.0,6335.0,30.413,19.914319
3399,CA,CA,FORES,MOTO1,25.97,6337.263,2.0,2.0,6337.0,0.263,244.022449
6060,CA,CA,POULT,MEAT1,2254.3,6333.113,2.0,2.0,6265.0,68.113,2.809348
1694,CA,CA,CRUDE,CRUDE,43823.41,6304.113,2.0,2.0,5809.0,495.113,0.143853
1492,CA,CA,CONST,LEAD1,1859.64,6152.661,2.0,2.0,6132.0,20.661,3.308523
1456,CA,CA,CONST,COPP1,1786.58,5910.849,2.0,2.0,5891.0,19.849,3.308471
1458,CA,CA,CONST,CRUDE,1575.7,5212.506,2.0,2.0,5195.0,17.506,3.308057
1484,CA,CA,CONST,HEALT,1566.96,5184.409,2.0,2.0,5167.0,17.409,3.308578
8298,CA,CA,WOODW,MOTO1,52.07,5183.877,2.0,2.0,5183.0,0.877,99.555925
8301,CA,CA,WOODW,NONF1,51.9,5165.874,2.0,2.0,5165.0,0.874,99.535145
3846,CA,CA,HEALT,PUBLI,39081.01,5054.252,2.0,2.0,4815.0,239.252,0.129328
6999,CA,CA,RETA1,EDUCA,15832.13,4949.57,2.0,2.0,4780.0,169.57,0.312628
3012,CA,CA,FABRI,FABRI,1919.82,4837.304,2.0,2.0,4789.0,48.304,2.519665
5596,CA,CA,OILSE,VEGE1,459.88,4801.833,2.0,2.0,4795.0,6.833,10.441491
4373,CA,CA,LANDT,SUPPO,7687.07,4569.436,2.0,2.0,4474.0,95.436,0.594431
6142,CA,CA,PRINT,EDUCA,3338.43,4516.519,2.0,2.0,4433.0,83.519,1.352887
3429,CA,CA,FORES,VEGET,18.36,4480.186,2.0,2.0,4480.0,0.186,244.018845
972,CA,CA,CEREA,CEREA,589.27,4423.161,2.0,2.0,4416.0,7.161,7.50617
5017,CA,CA,MOTO1,MOTO1,7597.25,4385.301,2.0,2.0,4243.0,142.301,0.577222
1018,CA,CA,CEREA,RAWMI,561.82,4216.827,2.0,2.0,4210.0,6.827,7.505655
5623,CA,CA,PAPER,DAIRY,206.93,4120.688,2.0,2.0,4101.0,19.688,19.913439
7022,CA,CA,RETA1,HEALT,13064.71,4084.929,2.0,2.0,3945.0,139.929,0.312669
8303,CA,CA,WOODW,NONME,39.91,3973.672,2.0,2.0,3973.0,0.672,99.565823
8340,CA,CA,WOODW,WHOLE,39.64,3946.667,2.0,2.0,3946.0,0.667,99.56274
4759,CA,CA,MEATC,MEATC,163.71,3841.74,2.0,2.0,3838.0,3.74,23.46674
8282,CA,CA,WOODW,GLASS,37.91,3773.638,2.0,2.0,3773.0,0.638,99.542021
7698,CA,CA,SUPPO,EDUCA,13285.46,3725.952,2.0,2.0,3627.0,98.952,0.280453
8246,CA,CA,WOODW,BEVER,36.26,3610.61,2.0,2.0,3610.0,0.61,99.575565
3403,CA,CA,FORES,OILSE,14.36,3504.145,2.0,2.0,3504.0,0.145,244.02124
