trade_id,region1,region2,industry1,industry2,amount,total_materials_value,materials_count,unique_materials_factors,natural_resource/in_ground,materials_intensity
15947,US,US,SANDC,NONME,102.77,411039.0,1.0,1.0,411039.0,3999.601051
15917,US,US,SANDC,BUSIN,86.46,345788.0,1.0,1.0,345788.0,3999.398566
15928,US,US,SANDC,FOOD3,74.12,296430.0,1.0,1.0,296430.0,3999.325418
16474,US,US,STONE,OILSE,87.26,239271.0,1.0,1.0,239271.0,2742.046757
16493,US,US,STONE,WHEAT,75.24,206325.0,1.0,1.0,206325.0,2742.22488
15965,US,US,SANDC,TRANS,48.79,195153.0,1.0,1.0,195153.0,3999.856528
16492,US,US,STONE,VEGET,63.09,173008.0,1.0,1.0,173008.0,2742.241243
11654,US,US,NONME,CONST,8245.34,162170.0,1.0,1.0,162170.0,19.668079
14668,US,US,RAWMI,DAIRY,38467.84,124457.0,1.0,1.0,124457.0,3.235352
16482,US,US,STONE,RAWMI,45.3,124213.0,1.0,1.0,124213.0,2742.00883
15911,US,US,SANDC,BASIC,27.32,109249.0,1.0,1.0,109249.0,3998.8653
16487,US,US,STONE,RESEA,39.62,108629.0,1.0,1.0,108629.0,2741.771832
15916,US,US,SANDC,BRICK,26.28,105101.0,1.0,1.0,105101.0,3999.277017
1919,US,US,BUSIN,BUSIN,433958.93,82772.0,1.0,1.0,82772.0,0.190737
16483,US,US,STONE,REALE,29.89,81946.0,1.0,1.0,81946.0,2741.585815
13244,US,US,PIGS9,MEATP,14392.95,68484.0,1.0,1.0,68484.0,4.758163
16477,US,US,STONE,PIGS9,24.9,68286.0,1.0,1.0,68286.0,2742.409639
1825,US,US,BRICK,CONST,5055.8,67842.0,1.0,1.0,67842.0,13.418648
2098,US,US,CATTL,MEATC,37136.16,67160.0,1.0,1.0,67160.0,1.80848
3376,US,US,COPPE,HEALT,69.9,66436.0,1.0,1.0,66436.0,950.443491
3366,US,US,COPPE,FABRI,69.08,65655.0,1.0,1.0,65655.0,950.419803
16450,US,US,STONE,CATTL,23.25,63760.0,1.0,1.0,63760.0,2742.365591
15919,US,US,SANDC,CHEM1,14.69,58744.0,1.0,1.0,58744.0,3998.910824
13169,US,US,PFERT,PFERT,24433.47,55536.0,1.0,1.0,55536.0,2.272948
16480,US,US,STONE,POULT,20.11,55137.0,1.0,1.0,55137.0,2741.770264
17865,US,US,VEGET,FOOD5,15418.34,53594.0,1.0,1.0,53594.0,3.47599
2032,US,US,BUSIN,REALE,273996.13,52261.0,1.0,1.0,52261.0,0.190736
1968,US,US,BUSIN,HEALT,270860.7,51663.0,1.0,1.0,51663.0,0.190736
18221,US,US,WHEAT,FOOD5,4023.82,51552.0,1.0,1.0,51552.0,12.811706
3210,US,US,CONST,REALE,117846.97,51213.0,1.0,1.0,51213.0,0.434572
13904,US,US,POULT,MEAT1,23987.48,50764.0,1.0,1.0,50764.0,2.116271
3378,US,US,COPPE,HOTEL,52.2,49610.0,1.0,1.0,49610.0,950.383142
5993,US,US,FABRI,CONST,65615.07,49307.0,1.0,1.0,49307.0,0.751458
6056,US,US,FABRI,MOTO1,62377.85,46874.0,1.0,1.0,46874.0,0.751453
979,US,US,BASIC,FABRI,26540.18,44468.0,1.0,1.0,44468.0,1.675497
17733,US,US,TRANS,TRANS,42223.64,42285.0,1.0,1.0,42285.0,1.001453
10828,US,US,MOTO1,MOTO1,92857.04,42204.0,1.0,1.0,42204.0,0.454505
2066,US,US,BUSIN,WHOLE,183667.39,35032.0,1.0,1.0,35032.0,0.190736
16475,US,US,STONE,PADDY,12.17,33378.0,1.0,1.0,33378.0,2742.64585
2141,US,US,CEMEN,CONST,51842.68,33101.0,1.0,1.0,33101.0,0.638489
6731,US,US,FOOD3,PUBLI,3540.2,31806.0,1.0,1.0,31806.0,8.984238
2076,US,US,CATTL,CATTL,16890.42,30546.0,1.0,1.0,30546.0,1.808481
