trade_id,region1,region2,industry1,industry2,amount,total_resources_value,resources_count,unique_resources_factors,natural_resource/land,natural_resource/water,resources_intensity
6189,BR,CN,MEATC,MEATC,1786.19,87677.037,2.0,2.0,87649.0,28.037,49.086064
6528,BR,CN,OILSE,PLAST,3069.39,52859.365,2.0,2.0,52653.0,206.365,17.221456
6843,BR,CN,PULP5,PAPER,1475.11,46079.402,2.0,2.0,45936.0,143.402,31.237943
6521,BR,CN,OILSE,OILSE,2394.73,41241.006,2.0,2.0,41080.0,161.006,17.221568
6186,BR,CN,MEATC,HOTEL,687.15,33728.786,2.0,2.0,33718.0,10.786,49.085041
5870,BR,CN,FORES,WOODW,55.88,29481.309,2.0,2.0,29481.0,0.309,527.58248
42165,BR,US,WOODW,WOODW,484.28,23210.549,2.0,2.0,23181.0,29.549,47.927953
6861,BR,CN,PULP5,WOODW,706.01,22054.634,2.0,2.0,21986.0,68.634,31.238416
6549,BR,CN,OILSE,VEGE1,974.83,16787.541,2.0,2.0,16722.0,65.541,17.220993
42099,BR,US,WOODW,CONST,284.94,13656.387,2.0,2.0,13639.0,17.387,47.927237
56691,BR,WM,MEATC,HOTEL,271.56,13329.263,2.0,2.0,13325.0,4.263,49.084044
36665,BR,TR,CATTL,MEATC,139.17,12833.88,2.0,2.0,12831.0,2.88,92.217288
6152,BR,CN,MEAT1,MEAT1,1937.24,11384.854,2.0,2.0,11357.0,27.854,5.876842
55235,BR,WM,CATTL,MEATC,120.05,11071.484,2.0,2.0,11069.0,2.484,92.22394
6181,BR,CN,MEATC,FOOD5,198.52,9744.116,2.0,2.0,9741.0,3.116,49.0838
52008,BR,WL,MEATC,HOTEL,193.83,9514.042,2.0,2.0,9511.0,3.042,49.084466
55211,BR,WM,CATTL,EDUCA,100.56,9274.081,2.0,2.0,9272.0,2.081,92.224354
55245,BR,WM,CATTL,PFERT,97.41,8983.016,2.0,2.0,8981.0,2.016,92.218622
23236,BR,JP,CEREA,FOOD5,607.53,8303.899,2.0,2.0,8265.0,38.899,13.668295
