trade_id,industry_exports_total,destination_share,export_intensity,destination_count,export_concentration_hhi
2676098,1247.12,6.4e-05,0.002859,45,0.127738
2676099,1247.12,0.000176,0.002859,45,0.127738
2676100,1247.12,7.2e-05,0.002859,45,0.127738
2676101,1247.12,8e-06,0.002859,45,0.127738
2676102,1247.12,3.2e-05,0.002859,45,0.127738
2676103,218.71,9.1e-05,0.000501,41,0.078144
2676104,218.71,0.00128,0.000501,41,0.078144
2676105,218.71,0.000183,0.000501,41,0.078144
2676106,218.71,0.000366,0.000501,41,0.078144
2676107,218.71,9.1e-05,0.000501,41,0.078144
2676108,218.71,9.1e-05,0.000501,41,0.078144
2676109,218.71,0.000183,0.000501,41,0.078144
2676110,218.71,0.002058,0.000501,41,0.078144
2676111,218.71,0.000183,0.000501,41,0.078144
2676112,218.71,4.6e-05,0.000501,41,0.078144
2676113,218.71,4.6e-05,0.000501,41,0.078144
2676114,218.71,9.1e-05,0.000501,41,0.078144
2676115,414.08,4.8e-05,0.000949,33,0.077577
2676116,1380.63,2.2e-05,0.003165,40,0.182669
2676117,1380.63,1.4e-05,0.003165,40,0.182669
2676118,86.62,0.000115,0.000199,35,0.233172
2676119,136.46,0.001539,0.000313,40,0.118071
2676120,136.46,7.3e-05,0.000313,40,0.118071
2676121,136.46,7.3e-05,0.000313,40,0.118071
2676122,1186.16,8e-06,0.002719,44,0.072556
2676123,1186.16,8e-06,0.002719,44,0.072556
2676124,1186.16,1.7e-05,0.002719,44,0.072556
2676125,1186.16,8e-06,0.002719,44,0.072556
2676126,1186.16,1.7e-05,0.002719,44,0.072556
2676127,1186.16,8e-06,0.002719,44,0.072556
2676128,1186.16,0.000211,0.002719,44,0.072556
2676129,1186.16,8e-06,0.002719,44,0.072556
2676130,1186.16,4.2e-05,0.002719,44,0.072556
2676131,738.55,6.8e-05,0.001693,39,0.259654
2676132,738.55,1.4e-05,0.001693,39,0.259654
2676133,738.55,0.00019,0.001693,39,0.259654
2676134,738.55,0.000677,0.001693,39,0.259654
2676135,738.55,2.7e-05,0.001693,39,0.259654
2676136,738.55,2.7e-05,0.001693,39,0.259654
2676137,738.55,1.4e-05,0.001693,39,0.259654
2676138,738.55,1.4e-05,0.001693,39,0.259654
2676139,738.55,6.8e-05,0.001693,39,0.259654
2676140,732.78,2.7e-05,0.00168,37,0.235407
2676141,410.78,0.000365,0.000942,42,0.27876
2676142,410.78,2.4e-05,0.000942,42,0.27876
2676143,1331.56,3.8e-05,0.003052,41,0.34978
2676144,1331.56,8e-06,0.003052,41,0.34978
2676145,1331.56,1.5e-05,0.003052,41,0.34978
2676146,1331.56,1.5e-05,0.003052,41,0.34978
2676147,1331.56,3.8e-05,0.003052,41,0.34978
2676148,1331.56,0.002696,0.003052,41,0.34978
2676149,1331.56,0.000218,0.003052,41,0.34978
2676150,1331.56,1.5e-05,0.003052,41,0.34978
2676151,1331.56,3.8e-05,0.003052,41,0.34978
2676152,1331.56,3e-05,0.003052,41,0.34978
2676153,605.71,0.000297,0.001388,46,0.137123
2676154,605.71,5e-05,0.001388,46,0.137123
2676155,605.71,3.3e-05,0.001388,46,0.137123
2676156,3796.46,3e-06,0.008703,47,0.296443
2676157,3796.46,2.1e-05,0.008703,47,0.296443
2676158,3796.46,1.6e-05,0.008703,47,0.296443
2676159,3796.46,1.8e-05,0.008703,47,0.296443
2676160,3796.46,3e-06,0.008703,47,0.296443
2676161,3796.46,0.000458,0.008703,47,0.296443
2676162,3796.46,6.6e-05,0.008703,47,0.296443
2676163,3796.46,8e-06,0.008703,47,0.296443
2676164,3796.46,5e-06,0.008703,47,0.296443
2676165,3796.46,2.6e-05,0.008703,47,0.296443
2676166,3796.46,5e-06,0.008703,47,0.296443
2676167,3796.46,1.6e-05,0.008703,47,0.296443
2676168,3796.46,1.3e-05,0.008703,47,0.296443
2676169,3796.46,1.3e-05,0.008703,47,0.296443
2676170,3796.46,0.000271,0.008703,47,0.296443
2676171,3796.46,5e-06,0.008703,47,0.296443
2676172,3796.46,0.000308,0.008703,47,0.296443
2676173,3796.46,0.00024,0.008703,47,0.296443
2676174,3796.46,1.6e-05,0.008703,47,0.296443
2676175,3796.46,1.6e-05,0.008703,47,0.296443
2676176,3796.46,1.3e-05,0.008703,47,0.296443
2676177,3796.46,8e-06,0.008703,47,0.296443
2676178,3796.46,2.4e-05,0.008703,47,0.296443
2676179,3796.46,5e-06,0.008703,47,0.296443
2676180,3796.46,8e-06,0.008703,47,0.296443
2676181,3796.46,8.7e-05,0.008703,47,0.296443
2676182,3796.46,5e-06,0.008703,47,0.296443
2676183,3796.46,5e-06,0.008703,47,0.296443
2676184,121.55,0.002468,0.000279,32,0.164978
2676185,121.55,0.000411,0.000279,32,0.164978
2676186,121.55,0.000411,0.000279,32,0.164978
2676187,313.91,3.2e-05,0.00072,41,0.186169
2676188,4617.31,6.9e-05,0.010584,47,0.010092
2676189,4617.31,0.000204,0.010584,47,0.010092
2676190,4617.31,6.9e-05,0.010584,47,0.010092
2676191,4617.31,9e-06,0.010584,47,0.010092
2676192,4617.31,9e-06,0.010584,47,0.010092
2676193,4617.31,5.4e-05,0.010584,47,0.010092
2676194,4617.31,9e-06,0.010584,47,0.010092
2676195,4617.31,6e-06,0.010584,47,0.010092
2676196,4617.31,4.8e-05,0.010584,47,0.010092
2676197,4617.31,4.3e-05,0.010584,47,0.010092
2676198,4617.31,2.4e-05,0.010584,47,0.010092
2676199,4617.31,1.3e-05,0.010584,47,0.010092
2676200,4617.31,9e-06,0.010584,47,0.010092
2676201,4617.31,5e-05,0.010584,47,0.010092
2676202,4617.31,1.9e-05,0.010584,47,0.010092
2676203,4617.31,0.00152,0.010584,47,0.010092
2676204,4617.31,0.000286,0.010584,47,0.010092
2676205,4617.31,1.1e-05,0.010584,47,0.010092
2676206,4617.31,4.8e-05,0.010584,47,0.010092
2676207,4617.31,6e-06,0.010584,47,0.010092
2676208,4617.31,4e-06,0.010584,47,0.010092
2676209,4617.31,6e-06,0.010584,47,0.010092
2676210,4617.31,7.1e-05,0.010584,47,0.010092
2676211,4617.31,5.4e-05,0.010584,47,0.010092
2676212,4617.31,2e-06,0.010584,47,0.010092
2676213,4617.31,4e-06,0.010584,47,0.010092
2676214,4617.31,2e-06,0.010584,47,0.010092
2676215,4617.31,5.4e-05,0.010584,47,0.010092
2676216,4617.31,1.1e-05,0.010584,47,0.010092
2676217,4617.31,3e-05,0.010584,47,0.010092
2676218,4617.31,1.1e-05,0.010584,47,0.010092
2676219,4617.31,4e-06,0.010584,47,0.010092
2676220,4617.31,4.3e-05,0.010584,47,0.010092
2676221,4617.31,2.6e-05,0.010584,47,0.010092
2676222,4617.31,0.000572,0.010584,47,0.010092
2676223,4617.31,9e-06,0.010584,47,0.010092
2676224,4617.31,2e-06,0.010584,47,0.010092
2676225,4617.31,1.1e-05,0.010584,47,0.010092
2676226,4617.31,6e-06,0.010584,47,0.010092
2676227,4617.31,1.1e-05,0.010584,47,0.010092
2676228,4617.31,5.6e-05,0.010584,47,0.010092
2676229,4617.31,4.1e-05,0.010584,47,0.010092
2676230,4617.31,1.1e-05,0.010584,47,0.010092
2676231,4617.31,1.5e-05,0.010584,47,0.010092
2676232,4617.31,0.000191,0.010584,47,0.010092
2676233,4617.31,1.3e-05,0.010584,47,0.010092
2676234,4617.31,9e-06,0.010584,47,0.010092
2676235,5859.21,4.1e-05,0.013431,47,0.077873
2676236,5859.21,3.1e-05,0.013431,47,0.077873
2676237,5859.21,2.6e-05,0.013431,47,0.077873
2676238,5859.21,3e-06,0.013431,47,0.077873
2676239,5859.21,3e-06,0.013431,47,0.077873
2676240,5859.21,3.4e-05,0.013431,47,0.077873
2676241,5859.21,1.2e-05,0.013431,47,0.077873
2676242,5859.21,3e-06,0.013431,47,0.077873
2676243,5859.21,3e-06,0.013431,47,0.077873
2676244,5859.21,2e-06,0.013431,47,0.077873
2676245,5859.21,2e-06,0.013431,47,0.077873
2676246,5859.21,0.000196,0.013431,47,0.077873
2676247,5859.21,9.9e-05,0.013431,47,0.077873
2676248,5859.21,1.7e-05,0.013431,47,0.077873
2676249,5859.21,2e-06,0.013431,47,0.077873
2676250,5859.21,2e-06,0.013431,47,0.077873
2676251,5859.21,6.1e-05,0.013431,47,0.077873
2676252,5859.21,9e-06,0.013431,47,0.077873
2676253,5859.21,5e-06,0.013431,47,0.077873
2676254,5859.21,9e-06,0.013431,47,0.077873
2676255,5859.21,3e-06,0.013431,47,0.077873
2676256,5859.21,0.000294,0.013431,47,0.077873
2676257,5859.21,0.000203,0.013431,47,0.077873
2676258,5859.21,0.000249,0.013431,47,0.077873
2676259,5859.21,3.8e-05,0.013431,47,0.077873
2676260,5859.21,1e-05,0.013431,47,0.077873
2676261,5859.21,2e-06,0.013431,47,0.077873
2676262,5859.21,4.9e-05,0.013431,47,0.077873
2676263,5859.21,9e-06,0.013431,47,0.077873
2676264,5859.21,0.000102,0.013431,47,0.077873
2676265,5859.21,8.2e-05,0.013431,47,0.077873
2676266,5859.21,3e-06,0.013431,47,0.077873
2676267,5859.21,7e-06,0.013431,47,0.077873
2676268,5859.21,2e-06,0.013431,47,0.077873
2676269,5859.21,3e-06,0.013431,47,0.077873
2676270,5859.21,3e-06,0.013431,47,0.077873
2676271,5859.21,3e-06,0.013431,47,0.077873
2676272,5859.21,2e-06,0.013431,47,0.077873
2676273,5859.21,9.7e-05,0.013431,47,0.077873
2676274,5859.21,2e-05,0.013431,47,0.077873
2676275,5859.21,5.5e-05,0.013431,47,0.077873
2676276,5859.21,1.4e-05,0.013431,47,0.077873
2676277,5859.21,7e-06,0.013431,47,0.077873
2676278,5859.21,5e-06,0.013431,47,0.077873
2676279,5859.21,4.8e-05,0.013431,47,0.077873
2676280,5859.21,3.4e-05,0.013431,47,0.077873
2676281,5859.21,0.001015,0.013431,47,0.077873
2676282,5859.21,2e-06,0.013431,47,0.077873
2676283,5859.21,1.4e-05,0.013431,47,0.077873
2676284,5859.21,2e-06,0.013431,47,0.077873
2676285,5859.21,1.4e-05,0.013431,47,0.077873
2676286,5859.21,2e-05,0.013431,47,0.077873
2676287,5859.21,1e-05,0.013431,47,0.077873
2676288,5859.21,2.4e-05,0.013431,47,0.077873
2676289,5859.21,3.1e-05,0.013431,47,0.077873
2676290,5859.21,4.6e-05,0.013431,47,0.077873
2676291,5859.21,1.7e-05,0.013431,47,0.077873
2676292,5859.21,2.6e-05,0.013431,47,0.077873
2676293,5859.21,0.000311,0.013431,47,0.077873
2676294,5859.21,2e-05,0.013431,47,0.077873
2676295,5859.21,1.5e-05,0.013431,47,0.077873
2676296,1485.31,7e-06,0.003405,45,0.094431
2676297,1485.31,1.3e-05,0.003405,45,0.094431
2676298,1485.31,1.3e-05,0.003405,45,0.094431
2676299,1485.31,1.3e-05,0.003405,45,0.094431
2676300,1485.31,0.00037,0.003405,45,0.094431
2676301,1485.31,6.7e-05,0.003405,45,0.094431
2676302,1485.31,1.3e-05,0.003405,45,0.094431
2676303,1485.31,9.4e-05,0.003405,45,0.094431
2676304,1485.31,6.1e-05,0.003405,45,0.094431
2676305,1485.31,7.4e-05,0.003405,45,0.094431
2676306,1485.31,1.3e-05,0.003405,45,0.094431
2676307,1485.31,1.3e-05,0.003405,45,0.094431
2676308,1485.31,2e-05,0.003405,45,0.094431
2676309,1485.31,2e-05,0.003405,45,0.094431
2676310,1485.31,2e-05,0.003405,45,0.094431
2676311,1485.31,7e-06,0.003405,45,0.094431
2676312,1485.31,9.4e-05,0.003405,45,0.094431
2676313,1485.31,1.3e-05,0.003405,45,0.094431
2676314,1485.31,7e-06,0.003405,45,0.094431
2676315,1485.31,0.000189,0.003405,45,0.094431
2676316,1485.31,7e-06,0.003405,45,0.094431
2676317,1485.31,7e-06,0.003405,45,0.094431
2676318,1485.31,2e-05,0.003405,45,0.094431
2676319,1485.31,6.1e-05,0.003405,45,0.094431
2676320,38.57,0.000519,8.8e-05,37,0.041473
2676321,38.57,0.000259,8.8e-05,37,0.041473
2676322,5183.89,4e-06,0.011883,47,0.080742
2676323,5183.89,2.1e-05,0.011883,47,0.080742
2676324,5183.89,4e-06,0.011883,47,0.080742
2676325,5183.89,6e-06,0.011883,47,0.080742
2676326,5183.89,4e-06,0.011883,47,0.080742
2676327,5183.89,6e-06,0.011883,47,0.080742
2676328,5183.89,2e-06,0.011883,47,0.080742
2676329,5183.89,0.001823,0.011883,47,0.080742
2676330,5183.89,0.000384,0.011883,47,0.080742
2676331,5183.89,1e-05,0.011883,47,0.080742
2676332,5183.89,1.5e-05,0.011883,47,0.080742
2676333,5183.89,6e-06,0.011883,47,0.080742
2676334,5183.89,2.5e-05,0.011883,47,0.080742
2676335,5183.89,1.2e-05,0.011883,47,0.080742
2676336,5183.89,1e-05,0.011883,47,0.080742
2676337,5183.89,3.1e-05,0.011883,47,0.080742
2676338,5183.89,2e-06,0.011883,47,0.080742
2676339,5183.89,0.000239,0.011883,47,0.080742
2676340,5183.89,1.4e-05,0.011883,47,0.080742
2676341,5183.89,4e-06,0.011883,47,0.080742
2676342,5183.89,6e-06,0.011883,47,0.080742
2676343,5183.89,0.000133,0.011883,47,0.080742
2676344,5183.89,4.8e-05,0.011883,47,0.080742
2676345,5183.89,8e-06,0.011883,47,0.080742
2676346,5183.89,1.4e-05,0.011883,47,0.080742
2676347,5183.89,6e-06,0.011883,47,0.080742
2676348,5183.89,1e-05,0.011883,47,0.080742
2676349,5183.89,6e-06,0.011883,47,0.080742
2676350,5183.89,3.7e-05,0.011883,47,0.080742
2676351,5183.89,9.1e-05,0.011883,47,0.080742
2676352,5183.89,0.000152,0.011883,47,0.080742
2676353,5183.89,0.000131,0.011883,47,0.080742
2676354,5183.89,2.1e-05,0.011883,47,0.080742
2676355,5183.89,3.3e-05,0.011883,47,0.080742
2676356,5183.89,0.000102,0.011883,47,0.080742
2676357,5183.89,5e-05,0.011883,47,0.080742
2676358,5183.89,6e-06,0.011883,47,0.080742
2676359,5183.89,0.000102,0.011883,47,0.080742
2676360,5183.89,3.9e-05,0.011883,47,0.080742
2676361,5183.89,2e-06,0.011883,47,0.080742
2676362,5183.89,2e-06,0.011883,47,0.080742
2676363,5183.89,4e-06,0.011883,47,0.080742
2676364,5183.89,6e-06,0.011883,47,0.080742
2676365,5183.89,6e-06,0.011883,47,0.080742
2676366,5183.89,6e-06,0.011883,47,0.080742
2676367,5183.89,8e-06,0.011883,47,0.080742
2676368,5183.89,1.2e-05,0.011883,47,0.080742
2676369,5183.89,6.2e-05,0.011883,47,0.080742
2676370,5183.89,0.000187,0.011883,47,0.080742
2676371,5183.89,8.9e-05,0.011883,47,0.080742
2676372,5183.89,3.1e-05,0.011883,47,0.080742
2676373,5183.89,6e-06,0.011883,47,0.080742
2676374,5183.89,0.000143,0.011883,47,0.080742
2676375,5183.89,2e-06,0.011883,47,0.080742
2676376,5183.89,4e-06,0.011883,47,0.080742
2676377,5183.89,6e-06,0.011883,47,0.080742
2676378,5183.89,1e-05,0.011883,47,0.080742
2676379,1491.71,7e-06,0.003419,47,0.007401
2676380,1491.71,5.4e-05,0.003419,47,0.007401
2676381,1491.71,2.7e-05,0.003419,47,0.007401
2676382,1491.71,4e-05,0.003419,47,0.007401
2676383,1491.71,0.000543,0.003419,47,0.007401
2676384,1491.71,1.3e-05,0.003419,47,0.007401
2676385,1491.71,1.3e-05,0.003419,47,0.007401
2676386,1491.71,7e-06,0.003419,47,0.007401
2676387,1491.71,1.3e-05,0.003419,47,0.007401
2676388,1491.71,3.4e-05,0.003419,47,0.007401
2676389,1491.71,3.4e-05,0.003419,47,0.007401
2676390,1491.71,4e-05,0.003419,47,0.007401
2676391,1491.71,3.4e-05,0.003419,47,0.007401
2676392,1491.71,8.7e-05,0.003419,47,0.007401
2676393,1491.71,6.7e-05,0.003419,47,0.007401
2676394,1491.71,2e-05,0.003419,47,0.007401
2676395,1491.71,0.000101,0.003419,47,0.007401
2676396,1491.71,2e-05,0.003419,47,0.007401
2676397,1491.71,0.00069,0.003419,47,0.007401
2676398,1491.71,9.4e-05,0.003419,47,0.007401
2676399,1491.71,0.000121,0.003419,47,0.007401
2676400,1491.71,9.4e-05,0.003419,47,0.007401
2676401,1491.71,1.3e-05,0.003419,47,0.007401
2676402,1491.71,1.3e-05,0.003419,47,0.007401
2676403,1491.71,2e-05,0.003419,47,0.007401
2676404,1491.71,2e-05,0.003419,47,0.007401
2676405,1491.71,3.4e-05,0.003419,47,0.007401
2676406,1491.71,2e-05,0.003419,47,0.007401
2676407,1491.71,0.000114,0.003419,47,0.007401
2676408,1491.71,0.000114,0.003419,47,0.007401
2676409,1491.71,2e-05,0.003419,47,0.007401
2676410,1491.71,7e-06,0.003419,47,0.007401
2676411,1491.71,0.000275,0.003419,47,0.007401
2676412,1491.71,1.3e-05,0.003419,47,0.007401
2676413,1491.71,1.3e-05,0.003419,47,0.007401
2676414,1427.29,7e-06,0.003272,47,0.16408
2676415,1427.29,1.4e-05,0.003272,47,0.16408
2676416,1427.29,0.000112,0.003272,47,0.16408
2676417,1427.29,0.000995,0.003272,47,0.16408
2676418,1427.29,0.000273,0.003272,47,0.16408
2676419,1427.29,2.8e-05,0.003272,47,0.16408
2676420,1427.29,7e-06,0.003272,47,0.16408
2676421,1427.29,7e-06,0.003272,47,0.16408
2676422,1427.29,7.7e-05,0.003272,47,0.16408
2676423,1427.29,7e-06,0.003272,47,0.16408
2676424,1427.29,7e-06,0.003272,47,0.16408
2676425,1427.29,7e-06,0.003272,47,0.16408
2676426,1427.29,4.9e-05,0.003272,47,0.16408
2676427,1427.29,7e-06,0.003272,47,0.16408
2676428,1427.29,4.9e-05,0.003272,47,0.16408
2676429,1427.29,4.9e-05,0.003272,47,0.16408
2676430,1427.29,5.6e-05,0.003272,47,0.16408
2676431,1427.29,7e-06,0.003272,47,0.16408
2676432,1427.29,7e-06,0.003272,47,0.16408
2676433,1427.29,2.8e-05,0.003272,47,0.16408
2676434,1427.29,6.3e-05,0.003272,47,0.16408
2676435,1427.29,9.8e-05,0.003272,47,0.16408
2676436,1427.29,4.9e-05,0.003272,47,0.16408
2676437,1427.29,3.5e-05,0.003272,47,0.16408
2676438,1427.29,1.4e-05,0.003272,47,0.16408
2676439,1427.29,2.1e-05,0.003272,47,0.16408
2676440,1427.29,6.3e-05,0.003272,47,0.16408
