trade_id,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,material,impact_intensity
5673911,WM,WM,CONST,CONST,50686.75,15951.0,1.0,1.0,15951.0,0.314698
5670157,WM,WM,CEMEN,CONST,4427.72,15743.0,1.0,1.0,15743.0,3.555555
5673928,WM,WM,CONST,REALE,49546.09,15592.0,1.0,1.0,15592.0,0.314697
5671122,WM,WM,FOUND,MOTO1,2135.88,7709.0,1.0,1.0,7709.0,3.609285
5675481,WM,WM,POSTT,PUBLI,27429.86,7512.0,1.0,1.0,7512.0,0.273862
5666102,WM,WM,NATUR,ELEC2,36335.55,7354.0,1.0,1.0,7354.0,0.202391
5673826,WM,WM,CONST,CRUDE,22541.91,7094.0,1.0,1.0,7094.0,0.314703
5673932,WM,WM,CONST,PUBLI,21842.14,6873.0,1.0,1.0,6873.0,0.314667
5669930,WM,WM,CERAM,CONST,2631.98,6480.0,1.0,1.0,6480.0,2.462025
5675607,WM,WM,FINAN,REALE,11733.7,4930.0,1.0,1.0,4930.0,0.420157
5670126,WM,WM,CEMEN,CEMEN,1241.14,4413.0,1.0,1.0,4413.0,3.555602
5665189,WM,WM,POULT,POULT,8369.58,4347.0,1.0,1.0,4347.0,0.519381
5669495,WM,WM,CHEM1,HEALT,1526.31,4169.0,1.0,1.0,4169.0,2.731424
5669204,WM,WM,NFERT,PFERT,1108.3,4169.0,1.0,1.0,4169.0,3.761617
5675989,WM,WM,REALE,REALE,5740.18,3966.0,1.0,1.0,3966.0,0.690919
5673354,WM,WM,DISTR,DISTR,5344.95,3616.0,1.0,1.0,3616.0,0.676526
5675473,WM,WM,POSTT,POSTT,13193.59,3613.0,1.0,1.0,3613.0,0.273845
5675731,WM,WM,INSUR,INSUR,3993.45,3446.0,1.0,1.0,3446.0,0.862913
5670871,WM,WM,COPP1,COPP1,2740.99,3176.0,1.0,1.0,3176.0,1.158705
5670037,WM,WM,BRICK,CONST,1630.65,3052.0,1.0,1.0,3052.0,1.871646
