trade_id,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,impact_intensity
2760,IT,IT,CONST,CONST,34206.38,5619928207.906,7,7,164294.737061
1625,IT,IT,CEMEN,CONST,8292.41,4657615102.712,7,7,561672.071534
5409,IT,IT,FABRI,MACHI,20068.71,3907447747.763,7,7,194703.48357
4167,IT,IT,ELEC1,DISTR,414.81,2967571607.864,7,7,7154050.307042
5377,IT,IT,FABRI,FABRI,13728.82,2673048307.123,7,7,194703.427325
1394,IT,IT,BUSIN,BUSIN,37427.65,2615326018.639,7,7,69876.842886
818,IT,IT,BASIC,FABRI,3643.34,2574274212.263,7,7,706569.854107
12743,IT,IT,PLAST,RUBBE,5163.26,2334445724.296,7,7,452126.316377
4765,IT,IT,ELEC6,DISTR,368.29,2224004245.321,7,7,6038731.014475
7563,IT,IT,HEALT,HEALT,14017.11,2147289938.199,7,7,153190.631892
781,IT,IT,BASIC,BASIC,2853.51,2016206652.884,7,7,706570.733197
12726,IT,IT,PLAST,PLAST,4420.15,1998463667.555,7,7,452125.757622
4354,IT,IT,ELEC2,LEATH,620.76,1776503795.883,7,7,2861820.664803
7267,IT,IT,GASDI,LANDT,2226.63,1747333483.706,7,7,784743.528878
4395,IT,IT,ELEC2,PUBLI,538.36,1540705047.577,7,7,2861849.037033
4342,IT,IT,ELEC2,HEALT,530.33,1517714154.19,7,7,2861829.717704
4406,IT,IT,ELEC2,RETA1,526.25,1506051231.783,7,7,2861855.072272
4292,IT,IT,ELEC2,BASIC,520.64,1489982561.494,7,7,2861828.82893
1407,IT,IT,BUSIN,CONST,21179.24,1479938168.728,7,7,69876.830742
4344,IT,IT,ELEC2,HOTEL,497.65,1424194603.795,7,7,2861839.854908
6535,IT,IT,FOOD5,FOOD5,6659.27,1334406590.906,7,7,200383.313923
6911,IT,IT,FOUND,BASIC,1066.12,1333562608.839,7,7,1250856.009491
3611,IT,IT,DISTR,DISTR,3700.04,1331255136.215,7,7,359794.79579
5359,IT,IT,FABRI,CONST,6820.23,1327922285.244,7,7,194703.446254
16486,IT,IT,SUPPO,WHOLE,15193.58,1293669489.615,7,7,85145.797739
4327,IT,IT,ELEC2,FABRI,427.47,1223338705.592,7,7,2861811.836134
6947,IT,IT,FOUND,FABRI,976.52,1221486219.452,7,7,1250856.325986
5416,IT,IT,FABRI,MOTO1,6233.95,1213771553.905,7,7,194703.447077
8710,IT,IT,LANDT,WHOLE,8558.44,1180701092.432,7,7,137957.512401
4335,IT,IT,ELEC2,FOOD5,374.14,1070720169.212,7,7,2861816.884621
15137,IT,IT,RUBBE,CONST,4131.37,1070496133.832,7,7,259114.079308
4351,IT,IT,ELEC2,LANDT,365.74,1046688734.926,7,7,2861838.286559
4408,IT,IT,ELEC2,RUBBE,362.7,1037989550.807,7,7,2861840.504017
1615,IT,IT,CEMEN,CEMEN,1800.38,1011221473.29,7,7,561671.132367
15124,IT,IT,RUBBE,BUSIN,3713.28,962163443.085,7,7,259114.16405
13663,IT,IT,PULP5,PAPER,4046.29,939965358.252,7,7,232303.012946
18636,IT,IT,WOODW,WOODW,3507.23,934461236.877,7,7,266438.538926
