trade_id,region1,region2,industry1,industry2,amount,total_employment_value,employment_count,unique_employment_factors,economic/employment,employment_intensity
4080,CN,CN,FISHF,FISH5,301702.23,47134.0,1.0,1.0,47134.0,0.156227
7096,CN,CN,OFFIC,OFFIC,847302.1,44091.0,1.0,1.0,44091.0,0.052037
4184,CN,CN,FOOD5,FOOD5,352400.64,33184.0,1.0,1.0,33184.0,0.094166
9867,CN,CN,VEGET,FOOD5,265774.51,32458.0,1.0,1.0,32458.0,0.122126
5618,CN,CN,LANDT,CONST,511935.28,28227.0,1.0,1.0,28227.0,0.055138
9453,CN,CN,TEXTI,TEXTI,432582.24,27166.0,1.0,1.0,27166.0,0.0628
6350,CN,CN,MOTO1,MOTO1,398550.05,17729.0,1.0,1.0,17729.0,0.044484
5129,CN,CN,HOTEL,PUBLI,174501.59,15647.0,1.0,1.0,15647.0,0.089667
7782,CN,CN,POULT,MEAT1,105218.49,14673.0,1.0,1.0,14673.0,0.139453
9458,CN,CN,TEXTI,WEARI,229060.26,14385.0,1.0,1.0,14385.0,0.0628
7643,CN,CN,PLAST,RUBBE,254658.9,12761.0,1.0,1.0,12761.0,0.05011
7552,CN,CN,PIGS9,MEATP,136213.44,12395.0,1.0,1.0,12395.0,0.090997
4206,CN,CN,FOOD5,PIGS9,122879.7,11571.0,1.0,1.0,11571.0,0.094165
9446,CN,CN,TEXTI,RESEA,168774.68,10599.0,1.0,1.0,10599.0,0.0628
499,CN,CN,BASIC,CONST,350320.49,10285.0,1.0,1.0,10285.0,0.029359
1239,CN,CN,CERAM,CONST,359100.08,9896.0,1.0,1.0,9896.0,0.027558
480,CN,CN,BASIC,BASIC,321320.65,9434.0,1.0,1.0,9434.0,0.02936
1276,CN,CN,CEREA,FOOD5,103103.75,8777.0,1.0,1.0,8777.0,0.085128
3746,CN,CN,FABRI,FABRI,200293.61,8381.0,1.0,1.0,8381.0,0.041844
8932,CN,CN,RUBBE,RUBBE,144771.35,8000.0,1.0,1.0,8000.0,0.05526
8773,CN,CN,RETA1,OFFIC,105824.94,7867.0,1.0,1.0,7867.0,0.07434
7317,CN,CN,PAPER,PAPER,166326.72,7727.0,1.0,1.0,7727.0,0.046457
8757,CN,CN,RETA1,CONST,98368.23,7312.0,1.0,1.0,7312.0,0.074333
1305,CN,CN,CHEM1,CHEM1,185235.24,7161.0,1.0,1.0,7161.0,0.038659
7185,CN,CN,OILSE,PLAST,63033.8,6810.0,1.0,1.0,6810.0,0.108037
8699,CN,CN,RESEA,MOTO1,113434.4,6644.0,1.0,1.0,6644.0,0.058571
7230,CN,CN,PADDY,PROCE,54078.57,6358.0,1.0,1.0,6358.0,0.11757
1167,CN,CN,CATTL,MEATC,39237.92,6322.0,1.0,1.0,6322.0,0.16112
5770,CN,CN,LEATH,LEATH,83063.16,6169.0,1.0,1.0,6169.0,0.074269
3594,CN,CN,ELECT,CONST,147693.62,6118.0,1.0,1.0,6118.0,0.041424
3614,CN,CN,ELECT,ELECT,144052.35,5967.0,1.0,1.0,5967.0,0.041422
4208,CN,CN,FOOD5,POULT,57778.3,5441.0,1.0,1.0,5441.0,0.09417
9914,CN,CN,VEGET,TEXTI,44289.12,5409.0,1.0,1.0,5409.0,0.122129
4008,CN,CN,FISH5,FOOD5,47382.07,5361.0,1.0,1.0,5361.0,0.113144
7744,CN,CN,POSTT,PUBLI,174925.84,5066.0,1.0,1.0,5066.0,0.028961
506,CN,CN,BASIC,ELECT,172516.63,5065.0,1.0,1.0,5065.0,0.029359
6018,CN,CN,MEAT1,HOTEL,35247.45,4962.0,1.0,1.0,4962.0,0.140776
9787,CN,CN,TRANS,TRANS,121073.92,4918.0,1.0,1.0,4918.0,0.04062
101,CN,CN,93197,PUBLI,45607.72,4685.0,1.0,1.0,4685.0,0.102724
9875,CN,CN,VEGET,HOTEL,37050.0,4525.0,1.0,1.0,4525.0,0.122132
9004,CN,CN,SEACO,CONST,127390.49,4405.0,1.0,1.0,4405.0,0.034579
4015,CN,CN,FISH5,HOTEL,36835.53,4168.0,1.0,1.0,4168.0,0.113152
5035,CN,CN,HOTEL,BUSIN,44516.97,3992.0,1.0,1.0,3992.0,0.089674
528,CN,CN,BASIC,MOTO1,133828.16,3929.0,1.0,1.0,3929.0,0.029359
7531,CN,CN,PFERT,VEGET,116412.35,3925.0,1.0,1.0,3925.0,0.033716
5640,CN,CN,LANDT,PUBLI,70553.12,3890.0,1.0,1.0,3890.0,0.055136
8774,CN,CN,RETA1,POSTT,51706.65,3844.0,1.0,1.0,3844.0,0.074342
10110,CN,CN,WHOLE,OFFIC,144749.5,3821.0,1.0,1.0,3821.0,0.026397
4754,CN,CN,GLASS,GLASS,181474.34,3769.0,1.0,1.0,3769.0,0.020769
1190,CN,CN,CEMEN,CONST,184536.52,3696.0,1.0,1.0,3696.0,0.020029
2474,CN,CN,EDUCA,PUBLI,64355.93,3686.0,1.0,1.0,3686.0,0.057275
10047,CN,CN,WEARI,WEARI,50653.19,3624.0,1.0,1.0,3624.0,0.071545
3725,CN,CN,FABRI,CONST,86121.57,3604.0,1.0,1.0,3604.0,0.041848
7602,CN,CN,PLANT,WOODW,31246.41,3539.0,1.0,1.0,3539.0,0.113261
6060,CN,CN,MEAT4,WEARI,35484.66,3482.0,1.0,1.0,3482.0,0.098127
925,CN,CN,BITUM,ELEC1,187458.46,3446.0,1.0,1.0,3446.0,0.018383
4450,CN,CN,FURNI,FURNI,109798.26,3364.0,1.0,1.0,3364.0,0.030638
8847,CN,CN,RUBBE,CHEM1,60821.09,3361.0,1.0,1.0,3361.0,0.05526
6111,CN,CN,MEATP,HOTEL,39772.55,3352.0,1.0,1.0,3352.0,0.084279
1917,CN,CN,CONST,CONST,78276.85,3340.0,1.0,1.0,3340.0,0.042669
8216,CN,CN,RADIO,RADIO,59295.11,3239.0,1.0,1.0,3239.0,0.054625
2080,CN,CN,CROPS,TOBAC,21868.8,3214.0,1.0,1.0,3214.0,0.146967
3642,CN,CN,ELECT,MOTO1,76365.87,3163.0,1.0,1.0,3163.0,0.041419
