trade_id,region1,region2,industry1,industry2,amount,total_resources_value,resources_count,unique_resources_factors,natural_resource/land,natural_resource/water,resources_intensity
2770620,GB,GB,WOODW,CONST,8727.37,56520.681,2.0,2.0,56393.0,127.681,6.476256
2776644,GB,GB,CONST,CONST,98916.24,32831.605,2.0,2.0,32392.0,439.605,0.331913
2768692,GB,GB,RAWMI,DAIRY,3883.75,28785.456,2.0,2.0,28763.0,22.456,7.411769
2768524,GB,GB,CATTL,MEATC,1136.75,17131.516,2.0,2.0,17119.0,12.516,15.07061
2768695,GB,GB,RAWMI,FOOD5,1376.21,10199.957,2.0,2.0,10192.0,7.957,7.411628
2770589,GB,GB,WOODW,WOODW,1554.58,10067.743,2.0,2.0,10045.0,22.743,6.476182
2768525,GB,GB,CATTL,FOOD5,566.8,8542.241,2.0,2.0,8536.0,6.241,15.070997
2779367,GB,GB,BUSIN,BUSIN,70017.73,7228.325,2.0,2.0,7053.0,175.325,0.103236
2770619,GB,GB,WOODW,FURNI,1061.85,6876.535,2.0,2.0,6861.0,15.535,6.475995
2776660,GB,GB,CONST,REALE,18086.86,6003.382,2.0,2.0,5923.0,80.382,0.33192
2768745,GB,GB,FORES,FORES,282.85,5991.73,2.0,2.0,5991.0,0.73,21.183419
2775933,GB,GB,DISTR,DISTR,13442.3,4674.604,2.0,2.0,4038.0,636.604,0.347753
2768696,GB,GB,RAWMI,BEVER,616.48,4569.565,2.0,2.0,4566.0,3.565,7.412349
2768757,GB,GB,FORES,WOODW,211.52,4480.546,2.0,2.0,4480.0,0.546,21.182612
2768784,GB,GB,FORES,ELEC7,210.45,4458.543,2.0,2.0,4458.0,0.543,21.185759
2769965,GB,GB,FOOD5,FOOD5,5515.26,4352.515,2.0,2.0,4306.0,46.515,0.789177
2772922,GB,GB,CEMEN,CONST,8642.81,3445.703,2.0,2.0,3129.0,316.703,0.398679
2770634,GB,GB,WOODW,REALE,509.54,3299.454,2.0,2.0,3292.0,7.454,6.475358
2777043,GB,GB,WHOLE,CONST,26147.43,3276.704,2.0,2.0,3186.0,90.704,0.125316
2770037,GB,GB,FOOD5,HOTEL,3538.05,2791.84,2.0,2.0,2762.0,29.84,0.78909
2779370,GB,GB,BUSIN,HEALT,26346.25,2719.971,2.0,2.0,2654.0,65.971,0.103239
2768753,GB,GB,FORES,CHEMI,126.2,2673.326,2.0,2.0,2673.0,0.326,21.183249
