trade_id,region1,region2,industry1,industry2,amount,total_materials_value,materials_count,unique_materials_factors,natural_resource/in_ground,materials_intensity
11168,AU,AU,PRECI,PREC1,2371.92,76730.0,1.0,1.0,76730.0,32.34932
13250,AU,AU,SANDC,CONST,665.75,75645.0,1.0,1.0,75645.0,113.623733
2575,AU,AU,CONST,CONST,69309.85,60986.0,1.0,1.0,60986.0,0.879904
2815,AU,AU,COPPE,COPP1,925.72,32187.0,1.0,1.0,32187.0,34.769693
13236,AU,AU,SANDC,BASIC,206.66,23482.0,1.0,1.0,23482.0,113.626246
7150,AU,AU,IRONO,CONST,4.48,20118.0,1.0,1.0,20118.0,4490.625
13602,AU,AU,STONE,BITUM,149.81,14523.0,1.0,1.0,14523.0,96.942794
2075,AU,AU,CHEMI,BITUM,113.15,13232.0,1.0,1.0,13232.0,116.942112
686,AU,AU,BASIC,CONST,5268.26,12768.0,1.0,1.0,12768.0,2.423571
4874,AU,AU,FABRI,CONST,7440.12,11600.0,1.0,1.0,11600.0,1.559115
7145,AU,AU,IRONO,BITUM,2.21,9913.0,1.0,1.0,9913.0,4485.520362
1612,AU,AU,CEMEN,CONST,9207.55,9911.0,1.0,1.0,9911.0,1.076399
7155,AU,AU,IRONO,FABRI,2.18,9811.0,1.0,1.0,9811.0,4500.458716
7467,AU,AU,LEADZ,LEAD1,171.13,9702.0,1.0,1.0,9702.0,56.693742
11097,AU,AU,PREC1,PREC1,432.88,6053.0,1.0,1.0,6053.0,13.98309
13241,AU,AU,SANDC,CEMEN,51.89,5896.0,1.0,1.0,5896.0,113.624976
2715,AU,AU,COPP1,COPP1,314.66,4696.0,1.0,1.0,4696.0,14.924045
2658,AU,AU,CONST,PUBLI,4552.63,4006.0,1.0,1.0,4006.0,0.879931
5906,AU,AU,FOUND,PFERT,253.82,3941.0,1.0,1.0,3941.0,15.526751
10549,AU,AU,PLANT,PLANT,3644.42,3302.0,1.0,1.0,3302.0,0.906043
15463,AU,AU,WOODW,CONST,8508.77,3193.0,1.0,1.0,3193.0,0.37526
11146,AU,AU,PRECI,FABRI,95.9,3102.0,1.0,1.0,3102.0,32.346194
9001,AU,AU,NATUR,NATUR,9323.84,2898.0,1.0,1.0,2898.0,0.310816
9306,AU,AU,NONFE,FOUND,8.46,2479.0,1.0,1.0,2479.0,293.026005
1339,AU,AU,BUSIN,BUSIN,22921.17,2404.0,1.0,1.0,2404.0,0.104881
2563,AU,AU,CONST,BUSIN,2694.17,2371.0,1.0,1.0,2371.0,0.880048
3035,AU,AU,CRUDE,GASDI,2768.43,2368.0,1.0,1.0,2368.0,0.855358
7785,AU,AU,MACHI,CONST,3813.44,2210.0,1.0,1.0,2210.0,0.579529
4893,AU,AU,FABRI,FABRI,1305.4,2035.0,1.0,1.0,2035.0,1.558909
13626,AU,AU,STONE,FOUND,20.99,2035.0,1.0,1.0,2035.0,96.950929
14470,AU,AU,TRAN2,CRUDE,366.16,1952.0,1.0,1.0,1952.0,5.331003
13279,AU,AU,SANDC,MEDIC,17.12,1945.0,1.0,1.0,1945.0,113.609813
2714,AU,AU,COPP1,CONST,128.86,1923.0,1.0,1.0,1923.0,14.923172
704,AU,AU,BASIC,FABRI,771.83,1871.0,1.0,1.0,1871.0,2.424109
2583,AU,AU,CONST,EDUCA,2108.31,1855.0,1.0,1.0,1855.0,0.879852
12961,AU,AU,RUBBE,CONST,6065.17,1828.0,1.0,1.0,1828.0,0.301393
11159,AU,AU,PRECI,MOTO1,55.34,1790.0,1.0,1.0,1790.0,32.345501
11145,AU,AU,PRECI,ELECT,52.46,1697.0,1.0,1.0,1697.0,32.348456
2845,AU,AU,COPPE,MOTO1,48.61,1690.0,1.0,1.0,1690.0,34.766509
14460,AU,AU,TRAN2,BITUM,316.89,1689.0,1.0,1.0,1689.0,5.329925
5853,AU,AU,FOUND,CONST,108.14,1679.0,1.0,1.0,1679.0,15.52617
2100,AU,AU,CHEMI,FOUND,14.04,1642.0,1.0,1.0,1642.0,116.951567
7251,AU,AU,LANDT,CONST,4629.06,1626.0,1.0,1.0,1626.0,0.351259
1105,AU,AU,BITUM,ELEC1,2502.65,1561.0,1.0,1.0,1561.0,0.623739
13606,AU,AU,STONE,CEMEN,15.57,1509.0,1.0,1.0,1509.0,96.917148
2729,AU,AU,COPP1,FABRI,100.17,1495.0,1.0,1.0,1495.0,14.924628
7391,AU,AU,LEAD1,DAIRY,264.53,1479.0,1.0,1.0,1479.0,5.591048
3047,AU,AU,CRUDE,MOTOR,1691.18,1446.0,1.0,1.0,1446.0,0.855024
10788,AU,AU,PLAST,WHOLE,1532.66,1418.0,1.0,1.0,1418.0,0.925189
437,AU,AU,ALUMI,FOUND,1.48,1396.0,1.0,1.0,1396.0,943.243243
8952,AU,AU,NATUR,ELEC2,4201.32,1306.0,1.0,1.0,1306.0,0.310855
11150,AU,AU,PRECI,FURNI,39.22,1269.0,1.0,1.0,1269.0,32.355941
6098,AU,AU,GASDI,CONST,2220.97,1235.0,1.0,1.0,1235.0,0.556063
7148,AU,AU,IRONO,COLLE,0.27,1203.0,1.0,1.0,1203.0,4455.555556
9367,AU,AU,NONME,CONST,705.38,1190.0,1.0,1.0,1190.0,1.687034
5868,AU,AU,FOUND,FABRI,73.29,1138.0,1.0,1.0,1138.0,15.527357
11065,AU,AU,PREC1,FURNI,80.75,1129.0,1.0,1.0,1129.0,13.981424
10897,AU,AU,POSTT,POSTT,9477.32,1057.0,1.0,1.0,1057.0,0.111529
11064,AU,AU,PREC1,FOUND,75.28,1053.0,1.0,1.0,1053.0,13.987779
11060,AU,AU,PREC1,FABRI,75.08,1050.0,1.0,1.0,1050.0,13.985083
14496,AU,AU,TRAN2,NATUR,195.38,1041.0,1.0,1.0,1041.0,5.328079
665,AU,AU,BASIC,BASIC,418.63,1015.0,1.0,1.0,1015.0,2.424575
6422,AU,AU,HEALT,HEALT,14313.42,1004.0,1.0,1.0,1004.0,0.070144
8701,AU,AU,MOTO1,MOTO1,1024.03,973.0,1.0,1.0,973.0,0.950167
14044,AU,AU,SUPPO,SUPPO,6211.9,970.0,1.0,1.0,970.0,0.156152
2681,AU,AU,CONST,SUPPO,1075.33,946.0,1.0,1.0,946.0,0.87973
3038,AU,AU,CRUDE,KEROS,1103.91,944.0,1.0,1.0,944.0,0.855142
2669,AU,AU,CONST,RETA1,1051.71,925.0,1.0,1.0,925.0,0.87952
2608,AU,AU,CONST,HEALT,1038.44,914.0,1.0,1.0,914.0,0.880166
7171,AU,AU,IRONO,PRECI,0.2,908.0,1.0,1.0,908.0,4540.0
12307,AU,AU,RECRE,RECRE,6695.34,882.0,1.0,1.0,882.0,0.131733
13261,AU,AU,SANDC,ELECT,7.74,880.0,1.0,1.0,880.0,113.69509
3673,AU,AU,ELEC1,EDUCA,1170.88,878.0,1.0,1.0,878.0,0.749863
13237,AU,AU,SANDC,BITUM,7.69,874.0,1.0,1.0,874.0,113.654096
569,AU,AU,AUXIL,INSUR,14180.19,825.0,1.0,1.0,825.0,0.05818
4858,AU,AU,FABRI,BITUM,509.02,794.0,1.0,1.0,794.0,1.55986
2824,AU,AU,COPPE,FABRI,22.73,790.0,1.0,1.0,790.0,34.755829
1532,AU,AU,CATTL,MEATC,4243.1,790.0,1.0,1.0,790.0,0.186185
5888,AU,AU,FOUND,MACHI,50.74,788.0,1.0,1.0,788.0,15.530154
5961,AU,AU,FURNI,CONST,1395.1,786.0,1.0,1.0,786.0,0.5634
2808,AU,AU,COPPE,CEREA,22.56,784.0,1.0,1.0,784.0,34.751773
8915,AU,AU,NATUR,ALUM1,2490.5,774.0,1.0,1.0,774.0,0.310781
12405,AU,AU,RENTI,CONST,3637.05,754.0,1.0,1.0,754.0,0.207311
3065,AU,AU,CRUDE,WHOLE,854.7,731.0,1.0,1.0,731.0,0.855271
2652,AU,AU,CONST,POSTT,825.5,726.0,1.0,1.0,726.0,0.879467
1443,AU,AU,BUSIN,REALE,6914.01,725.0,1.0,1.0,725.0,0.10486
7409,AU,AU,LEAD1,LEAD1,128.69,720.0,1.0,1.0,720.0,5.59484
3232,AU,AU,DIST1,DIST1,4537.36,713.0,1.0,1.0,713.0,0.15714
7165,AU,AU,IRONO,MACHI,0.16,712.0,1.0,1.0,712.0,4450.0
7471,AU,AU,LEADZ,MOTO1,12.38,702.0,1.0,1.0,702.0,56.704362
3755,AU,AU,ELEC1,REALE,936.4,702.0,1.0,1.0,702.0,0.74968
2271,AU,AU,COLLE,COLLE,2265.96,684.0,1.0,1.0,684.0,0.301859
13262,AU,AU,SANDC,FABRI,6.02,684.0,1.0,1.0,684.0,113.621262
13286,AU,AU,SANDC,NONF1,6.0,682.0,1.0,1.0,682.0,113.666667
7208,AU,AU,KEROS,LANDT,1346.58,678.0,1.0,1.0,678.0,0.503498
1438,AU,AU,BUSIN,PUBLI,6409.86,672.0,1.0,1.0,672.0,0.104838
3665,AU,AU,ELEC1,CONST,890.13,667.0,1.0,1.0,667.0,0.749329
2592,AU,AU,CONST,ELECT,756.82,666.0,1.0,1.0,666.0,0.879998
15273,AU,AU,WHOLE,FOOD5,3201.69,665.0,1.0,1.0,665.0,0.207703
4853,AU,AU,FABRI,BASIC,420.15,655.0,1.0,1.0,655.0,1.558967
3649,AU,AU,ELEC1,BITUM,861.2,646.0,1.0,1.0,646.0,0.750116
13611,AU,AU,STONE,COKIN,6.55,635.0,1.0,1.0,635.0,96.946565
2573,AU,AU,CONST,COLLE,720.54,634.0,1.0,1.0,634.0,0.879896
2664,AU,AU,CONST,RECRE,716.51,630.0,1.0,1.0,630.0,0.879262
2694,AU,AU,CONST,WHOLE,699.46,615.0,1.0,1.0,615.0,0.87925
8926,AU,AU,NATUR,BITUM,1975.21,614.0,1.0,1.0,614.0,0.310853
850,AU,AU,BEVER,HOTEL,5516.72,607.0,1.0,1.0,607.0,0.110029
13300,AU,AU,SANDC,RADIO,5.33,606.0,1.0,1.0,606.0,113.69606
4922,AU,AU,FABRI,MACHI,384.07,599.0,1.0,1.0,599.0,1.559612
2084,AU,AU,CHEMI,COKIN,4.95,579.0,1.0,1.0,579.0,116.969697
1601,AU,AU,CEMEN,CEMEN,533.51,574.0,1.0,1.0,574.0,1.075894
2424,AU,AU,COMPU,COMPU,4908.76,564.0,1.0,1.0,564.0,0.114897
5119,AU,AU,FINAN,REALE,20853.23,537.0,1.0,1.0,537.0,0.025751
728,AU,AU,BASIC,MACHI,221.57,537.0,1.0,1.0,537.0,2.423613
2574,AU,AU,CONST,COMPU,607.4,534.0,1.0,1.0,534.0,0.879157
13645,AU,AU,STONE,NONME,5.45,528.0,1.0,1.0,528.0,96.880734
3043,AU,AU,CRUDE,LIQUE,616.7,527.0,1.0,1.0,527.0,0.854548
13233,AU,AU,SANDC,ALUM1,4.62,525.0,1.0,1.0,525.0,113.636364
