trade_id,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,impact_intensity
2415,GB,GB,CONST,CONST,89347.35,13789876846.596,6,6,154340.07664
12370,GB,GB,RESEA,RESEA,51723.85,13736414711.56,6,6,265572.162775
12307,GB,GB,RESEA,HEALT,37552.93,9973012519.941,6,6,265572.154288
1538,GB,GB,CEMEN,CONST,13593.77,6697123550.698,6,6,492661.237515
6420,GB,GB,HEALT,HEALT,69673.42,4826248667.244,6,6,69269.581818
2737,GB,GB,CRUDE,CRUDE,21446.73,4780399562.541,6,6,222896.430483
4732,GB,GB,FINAN,REALE,102151.61,4217792261.207,6,6,41289.532893
13105,GB,GB,SEACO,SEACO,5851.47,3835323290.28,6,6,655446.117006
3463,GB,GB,ELEC2,DISTR,277.95,3319753331.207,6,6,11943706.894071
10706,GB,GB,PLAST,RUBBE,13862.77,3261277010.722,6,6,235254.354701
1350,GB,GB,BUSIN,BUSIN,32779.04,3098251513.944,6,6,94519.28775
2749,GB,GB,CRUDE,MOTOR,10307.7,2297549244.496,6,6,222896.402155
7103,GB,GB,INSUR,INSUR,37037.45,2285143895.363,6,6,61698.19724
280,GB,GB,ALUM1,ALUM1,4263.65,2265954158.858,6,6,531458.763937
5535,GB,GB,FOOD5,FOOD5,11506.38,2249647985.27,6,6,195513.096671
3045,GB,GB,DISTR,DISTR,2454.63,2129038939.576,6,6,867356.359034
11400,GB,GB,PULP5,PAPER,8573.33,1985466836.892,6,6,231586.424049
3434,GB,GB,ELEC2,ALUM1,162.93,1946004120.999,6,6,11943804.830289
2739,GB,GB,CRUDE,GASDI,8346.05,1860304334.525,6,6,222896.380267
10690,GB,GB,PLAST,PLAST,7892.11,1856653940.772,6,6,235254.442826
10668,GB,GB,PLAST,MOTO1,6984.99,1643248350.076,6,6,235254.216552
3186,GB,GB,EDUCA,EDUCA,27664.32,1612350534.294,6,6,58282.673649
7516,GB,GB,LANDT,HEALT,15663.6,1562045864.184,6,6,99724.575716
6112,GB,GB,GASDI,BUSIN,3878.03,1521834738.684,6,6,392424.694673
1455,GB,GB,BUSIN,RESEA,15555.88,1470331160.32,6,6,94519.317475
3474,GB,GB,ELEC2,FOOD5,117.89,1408106366.493,6,6,11944239.261116
11719,GB,GB,RAWMI,DAIRY,8834.61,1395162779.966,6,6,157920.132294
10622,GB,GB,PLAST,CHEM1,5925.62,1394028969.983,6,6,235254.5337
13658,GB,GB,SUPPO,SUPPO,15589.87,1365586937.565,6,6,87594.50448
5497,GB,GB,FOOD5,BEVER,6972.81,1363275417.991,6,6,195513.059726
483,GB,GB,AUXIL,FINAN,17105.24,1330654889.967,6,6,77792.237348
4505,GB,GB,FABRI,FABRI,4533.91,1304982072.255,6,6,287827.079112
1530,GB,GB,CEMEN,CEMEN,2596.84,1279363624.741,6,6,492661.706051
15145,GB,GB,WOODW,CONST,6830.54,1231647225.92,6,6,180314.76661
4487,GB,GB,FABRI,CONST,4163.67,1198416545.479,6,6,287826.976076
3534,GB,GB,ELEC2,PULP5,98.07,1171277238.853,6,6,11943277.647119
3470,GB,GB,ELEC2,FISHF,97.05,1159178234.983,6,6,11944134.312035
5835,GB,GB,FOUND,BASIC,2001.18,1149475676.262,6,6,574398.942755
3481,GB,GB,ELEC2,HEALT,87.74,1048002597.492,6,6,11944410.730476
13595,GB,GB,SUPPO,LANDT,11729.49,1027439331.205,6,6,87594.544282
12680,GB,GB,RUBBE,CONST,3034.42,953696520.769,6,6,314292.853583
3538,GB,GB,ELEC2,REALE,79.47,949136356.419,6,6,11943329.009928
10770,GB,GB,POSTT,FINAN,14398.0,942305293.161,6,6,65446.957436
5904,GB,GB,FOUND,MOTO1,1612.72,926347951.29,6,6,574400.981751
9269,GB,GB,NONFE,NONF1,1631.68,898195213.232,6,6,550472.649804
2744,GB,GB,CRUDE,KEROS,3806.94,848553835.114,6,6,222896.56131
13652,GB,GB,SUPPO,SEACO,9517.74,833701561.529,6,6,87594.487928
8851,GB,GB,MOTOR,LANDT,2093.9,821717422.83,6,6,392433.938025
3559,GB,GB,ELEC2,TRAN1,68.04,812600259.982,5,5,11942978.54177
13572,GB,GB,SUPPO,FINAN,9057.47,793384833.331,6,6,87594.530628
7654,GB,GB,LEAD1,LEAD1,2013.73,786904149.674,6,6,390769.442613
3448,GB,GB,ELEC2,CEMEN,65.3,779883504.453,5,5,11943085.826233
648,GB,GB,BASIC,FABRI,1383.01,748054936.279,6,6,540889.029204
179,GB,GB,AIRTR,FINAN,1842.56,744222899.55,6,6,403907.009568
1450,GB,GB,BUSIN,REALE,7820.51,739188931.378,6,6,94519.274495
1042,GB,GB,BIOG1,RECRE,113.26,734380958.467,6,6,6484027.533701
13639,GB,GB,SUPPO,RAILW,8372.49,733383993.201,6,6,87594.490194
1369,GB,GB,BUSIN,EDUCA,7674.97,725433211.269,6,6,94519.354638
14081,GB,GB,TEXTI,WEARI,5105.12,719206638.119,6,6,140879.477489
6204,GB,GB,GASDI,RAILW,1819.59,714050293.339,6,6,392423.729158
12703,GB,GB,RUBBE,FOOD5,2260.15,710348644.209,6,6,314292.69925
4542,GB,GB,FABRI,MOTO1,2437.59,701603065.589,6,6,287826.527672
2157,GB,GB,COLLE,CEREA,1.48,688667587.881,5,5,465315937.757432
8722,GB,GB,MOTO1,MOTO1,3601.71,684597359.022,6,6,190075.647129
4601,GB,GB,FABRI,TRANS,2356.85,678365050.47,6,6,287826.993856
3064,GB,GB,DISTR,HEALT,774.9,672109677.154,6,6,867350.209258
3464,GB,GB,ELEC2,EDUCA,55.19,659121335.859,5,5,11942767.455318
11673,GB,GB,RAILW,RAILW,2641.72,643778122.988,6,6,243696.577604
10831,GB,GB,POSTT,POSTT,9780.34,640093707.929,6,6,65446.979137
2173,GB,GB,COLLE,FISHF,1.33,621386073.597,5,5,467207574.133083
6211,GB,GB,GASDI,RESEA,1541.11,604768809.506,6,6,392424.167974
2804,GB,GB,DAIRY,HOTEL,2863.06,604474539.191,6,6,211128.840887
1398,GB,GB,BUSIN,INSUR,6391.28,604099775.381,6,6,94519.372548
3544,GB,GB,ELEC2,RETA1,50.21,599725915.118,5,5,11944352.02386
14074,GB,GB,TEXTI,TEXTI,4256.12,599599879.435,6,6,140879.458153
3121,GB,GB,DISTR,REALE,686.22,595193959.891,6,6,867351.519762
2107,GB,GB,COKEO,BASIC,155.84,591771569.417,6,6,3797302.16515
12732,GB,GB,RUBBE,MOTO1,1829.46,574985102.45,6,6,314292.251511
9051,GB,GB,NATUR,ELEC2,1764.91,569018469.699,6,6,322406.50781
12268,GB,GB,RESEA,BUSIN,2132.59,566356280.06,6,6,265572.041536
3543,GB,GB,ELEC2,RESEA,45.25,540458962.076,5,5,11943844.465768
6683,GB,GB,HOTEL,HEALT,14066.44,533654108.222,6,6,37938.10717
12719,GB,GB,RUBBE,LANDT,1677.07,527091709.085,6,6,314293.207251
1239,GB,GB,BRICK,CONST,1420.1,520355777.33,6,6,366421.926153
12775,GB,GB,RUBBE,RUBBE,1651.89,519175127.591,6,6,314291.585754
12825,GB,GB,SALEM,CONST,12505.81,515393983.808,6,6,41212.363198
2453,GB,GB,CONST,INSUR,3266.92,504217419.428,6,6,154340.302006
3457,GB,GB,ELEC2,CONST,42.17,503682366.779,5,5,11944092.169291
3437,GB,GB,ELEC2,BASIC,42.01,501812398.765,5,5,11945070.191978
2764,GB,GB,CRUDE,RENTI,2221.8,495230678.729,6,6,222896.155698
14259,GB,GB,TRAN2,CONST,1558.23,494506961.575,6,6,317351.714172
4659,GB,GB,FINAN,FINAN,11969.97,494234656.982,6,6,41289.54851
322,GB,GB,ALUM1,FOUND,922.12,490068896.162,6,6,531458.916586
236,GB,GB,AIRTR,POSTT,1197.41,483642736.802,6,6,403907.380765
140,GB,GB,AIRTR,AIRTR,1190.33,480782440.35,6,6,403906.849655
2153,GB,GB,COLLE,BITUM,1.01,472604012.508,5,5,467924764.859406
12278,GB,GB,RESEA,COMPU,1764.98,468729281.812,6,6,265572.007508
2968,GB,GB,DIST1,PLAST,465.49,468418815.265,6,6,1006291.89728
2886,GB,GB,DIST1,CHEM1,465.11,468041111.047,6,6,1006301.973828
3483,GB,GB,ELEC2,HOTEL,38.96,465353933.957,5,5,11944402.822305
5879,GB,GB,FOUND,FOUND,802.1,460723280.318,6,6,574396.310084
6123,GB,GB,GASDI,CONST,1169.48,458931375.848,6,6,392423.449608
3451,GB,GB,ELEC2,CHEM1,38.34,457956139.557,5,5,11944604.578951
3527,GB,GB,ELEC2,PLAST,37.64,449590894.374,5,5,11944497.725133
4640,GB,GB,FINAN,CONST,10602.12,437756457.892,6,6,41289.521142
2193,GB,GB,COLLE,MEATC,0.93,432260330.069,5,5,464796053.837634
2893,GB,GB,DIST1,CONST,425.54,428225243.644,6,6,1006310.20267
1387,GB,GB,BUSIN,FOOD5,4481.27,423566675.427,6,6,94519.338363
3490,GB,GB,ELEC2,LANDT,35.41,422893716.819,5,5,11942776.526942
3046,GB,GB,DISTR,EDUCA,487.34,422698195.954,6,6,867357.893778
2787,GB,GB,DAIRY,DAIRY,1952.75,412281615.626,6,6,211128.723916
2200,GB,GB,COLLE,OILSE,0.88,410970421.376,5,5,467011842.472727
15252,GB,GB,WOODW,WOODW,2278.82,410904996.67,6,6,180314.810591
1365,GB,GB,BUSIN,CRUDE,4257.83,402446724.911,6,6,94519.209295
10649,GB,GB,PLAST,HEALT,1707.74,401754407.957,6,6,235255.02006
3353,GB,GB,ELEC1,DISTR,13.68,399477186.166,5,5,29201548.696345
3504,GB,GB,ELEC2,MOTO1,33.15,395963644.238,5,5,11944604.65273
3546,GB,GB,ELEC2,RUBBE,32.92,393139120.351,5,5,11942257.60483
2564,GB,GB,COPP1,COPP1,1652.1,388687373.15,6,6,235268.672084
3127,GB,GB,DISTR,RETA1,442.83,384094494.278,6,6,867363.309347
2872,GB,GB,DIST1,BASIC,380.44,382834139.392,6,6,1006293.080097
4513,GB,GB,FABRI,FOOD5,1319.25,379716002.923,6,6,287827.176747
12757,GB,GB,RUBBE,POSTT,1204.5,378566263.143,6,6,314293.28613
10183,GB,GB,PAPER,FOOD5,2101.16,371839562.858,6,6,176968.704362
5873,GB,GB,FOUND,FABRI,646.23,371194265.482,6,6,574399.618529
3446,GB,GB,ELEC2,BUSIN,30.55,364851237.472,5,5,11942757.364059
317,GB,GB,ALUM1,FABRI,684.49,363776286.344,6,6,531455.954571
11036,GB,GB,PRINT,EDUCA,4267.31,362688353.625,6,6,84992.267641
3557,GB,GB,ELEC2,TEXTI,30.17,360388213.94,5,5,11945250.71064
4490,GB,GB,FABRI,CRUDE,1236.21,355813874.328,6,6,287826.400311
2434,GB,GB,CONST,FINAN,2291.73,353706085.547,6,6,154340.208291
2178,GB,GB,COLLE,FOOD5,0.75,350584720.779,5,5,467446294.372
2748,GB,GB,CRUDE,MACHI,1570.9,350147273.31,6,6,222895.966204
2953,GB,GB,DIST1,NONME,347.47,349656747.949,6,6,1006293.343163
13019,GB,GB,SEACO,CRUDE,528.7,346537211.947,6,6,655451.507371
3462,GB,GB,ELEC2,DIST1,29.0,346339643.646,5,5,11942746.332621
2418,GB,GB,CONST,CRUDE,2222.05,342951112.591,6,6,154339.962013
3126,GB,GB,DISTR,RESEA,394.91,342530488.948,6,6,867363.421914
14138,GB,GB,TRAN1,DISTR,439.31,338518007.357,6,6,770567.497569
13110,GB,GB,SEACO,SUPPO,515.78,338066086.341,6,6,655446.287838
3438,GB,GB,ELEC2,BEVER,28.13,336008356.433,5,5,11944840.257128
10715,GB,GB,PLAST,TEXTI,1426.93,335690738.591,6,6,235253.823657
2260,GB,GB,COMPU,COMPU,5961.87,331524738.194,6,6,55607.50875
2180,GB,GB,COLLE,FORES,0.71,330231313.863,5,5,465114526.567606
3467,GB,GB,ELEC2,FABRI,27.62,329847517.006,5,5,11942343.121144
2280,GB,GB,COMPU,FINAN,5885.1,327255965.943,6,6,55607.545487
2299,GB,GB,COMPU,INSUR,5816.47,323439361.891,6,6,55607.501094
2167,GB,GB,COLLE,ELEC3,0.69,321541003.304,5,5,466001454.063768
2902,GB,GB,DIST1,ELEC3,319.38,321394903.951,6,6,1006308.798143
6172,GB,GB,GASDI,MOTOR,804.28,315619461.349,6,6,392424.853719
261,GB,GB,AIRTR,SUPPO,778.14,314295301.323,6,6,403905.854118
11107,GB,GB,PRINT,PRINT,3620.64,307725898.035,6,6,84992.127921
2945,GB,GB,DIST1,MOTO1,305.08,307005862.787,6,6,1006312.648443
6150,GB,GB,GASDI,HOTEL,779.25,305797498.862,6,6,392425.407587
8869,GB,GB,MOTOR,NATUR,777.79,305231272.776,6,6,392434.041034
3528,GB,GB,ELEC2,POSTT,25.45,303922083.496,5,5,11941928.624597
5601,GB,GB,FOOD5,RETA1,1550.13,303070996.138,6,6,195513.27704
9309,GB,GB,NONME,CONST,695.84,301970716.651,6,6,433965.734438
13527,GB,GB,SUPPO,AIRTR,3439.33,301266546.55,6,6,87594.545028
2448,GB,GB,CONST,HEALT,1936.89,298940014.986,6,6,154340.212911
2225,GB,GB,COLLE,TOBAC,0.64,297155060.307,5,5,464304781.729687
13588,GB,GB,SUPPO,HOTEL,3386.19,296611928.592,6,6,87594.591146
3066,GB,GB,DISTR,HOTEL,341.79,296451812.206,6,6,867350.748138
153,GB,GB,AIRTR,BUSIN,726.22,293326368.828,6,6,403908.414569
2249,GB,GB,COMPU,BUSIN,5214.64,289973025.188,6,6,55607.486842
12710,GB,GB,RUBBE,HEALT,917.81,288460529.82,6,6,314292.206252
2522,GB,GB,CONST,SUPPO,1848.11,285237852.243,6,6,154340.300222
2457,GB,GB,CONST,LANDT,1835.77,283332727.306,6,6,154339.992105
2741,GB,GB,CRUDE,HEAVY,1267.33,282483253.831,6,6,222896.367821
8904,GB,GB,MOTOR,RESEA,715.4,280747335.042,6,6,392434.071907
6285,GB,GB,GLASS,GLASS,982.37,280485150.149,6,6,285518.847429
3456,GB,GB,ELEC2,COMPU,23.42,279754242.846,5,5,11945100.036123
2516,GB,GB,CONST,SEACO,1799.51,277736022.936,6,6,154339.805245
1914,GB,GB,CHEM1,PLAST,1889.23,275523208.36,6,6,145838.891167
2221,GB,GB,COLLE,SUGAR,0.59,274982809.662,5,5,466072558.749153
7928,GB,GB,MACHI,FOOD5,684.27,270321482.884,6,6,395050.905175
3073,GB,GB,DISTR,LANDT,310.7,269484756.004,6,6,867347.138732
1414,GB,GB,BUSIN,MOTO1,2834.12,267878965.458,6,6,94519.274222
2175,GB,GB,COLLE,FOOD2,0.57,266039257.015,5,5,466735538.622807
12260,GB,GB,RESEA,AUXIL,1000.16,265613453.569,6,6,265570.962215
1667,GB,GB,CERAM,CONST,719.43,262625363.73,6,6,365046.444727
2422,GB,GB,CONST,EDUCA,1689.35,260734584.4,6,6,154340.18078
3512,GB,GB,ELEC2,NONME,21.62,258205216.963,5,5,11942887.001064
6146,GB,GB,GASDI,GASDI,651.22,255556113.542,6,6,392426.69688
250,GB,GB,AIRTR,RESEA,628.37,253802566.316,6,6,403906.24364
7509,GB,GB,LANDT,FOOD5,2544.58,253757529.986,6,6,99724.720774
5856,GB,GB,FOUND,CONST,430.93,247528589.933,6,6,574405.564553
1829,GB,GB,CHEM1,CHEM1,1686.99,246029884.694,6,6,145839.563183
3468,GB,GB,ELEC2,FINAN,20.6,246001565.253,5,5,11941823.555971
1336,GB,GB,BUSIN,AIRTR,2596.05,245376465.506,6,6,94519.160072
2925,GB,GB,DIST1,HOTEL,243.42,244952230.128,6,6,1006294.594232
8986,GB,GB,NATU1,CRUDE,756.56,242867063.834,6,6,321014.941094
2403,GB,GB,CONST,BUSIN,1555.16,240024268.778,6,6,154340.562243
13039,GB,GB,SEACO,HEALT,361.56,236984535.802,6,6,655450.093489
10620,GB,GB,PLAST,CEMEN,1004.05,236206561.612,6,6,235253.783788
3568,GB,GB,ELEC2,WHOLE,19.62,234345075.373,5,5,11944193.444088
10789,GB,GB,POSTT,INSUR,3552.26,232484541.715,6,6,65446.938488
11599,GB,GB,RAILW,EDUCA,950.24,231570329.413,6,6,243696.676011
3331,GB,GB,ELEC1,ALUM1,7.87,229677318.078,5,5,29183903.186531
3027,GB,GB,DISTR,BUSIN,263.56,228601363.668,6,6,867359.856078
5505,GB,GB,FOOD5,CATTL,1160.66,226924379.846,6,6,195513.225101
2896,GB,GB,DIST1,DAIRY,223.92,225325927.043,6,6,1006278.702407
2923,GB,GB,DIST1,GLASS,219.12,220497579.286,6,6,1006286.871513
14786,GB,GB,WHEAT,FOOD5,427.54,220129026.936,6,6,514873.525134
344,GB,GB,ALUM1,MOTO1,413.82,219929240.812,6,6,531461.120323
10190,GB,GB,PAPER,HEALT,1241.8,219759252.213,6,6,176968.31391
12865,GB,GB,SALEM,LANDT,5311.67,218906459.789,6,6,41212.360668
12662,GB,GB,RUBBE,BEVER,693.76,218044550.068,6,6,314293.920186
1836,GB,GB,CHEM1,CONST,1490.35,217352103.92,6,6,145839.637615
2389,GB,GB,CONST,AIRTR,1400.44,216144355.925,6,6,154340.318703
1867,GB,GB,CHEM1,HEALT,1480.13,215860622.159,6,6,145838.96155
632,GB,GB,BASIC,CONST,396.7,214570235.056,6,6,540887.912922
14488,GB,GB,VEGET,FOOD5,1471.23,214122320.366,6,6,145539.664339
8240,GB,GB,MEATC,HOTEL,839.56,213987736.8,6,6,254880.814712
1339,GB,GB,BUSIN,AUXIL,2261.35,213741038.149,6,6,94519.220001
3015,GB,GB,DISTR,ALUM1,245.91,213289598.955,6,6,867348.212578
1443,GB,GB,BUSIN,PRINT,2255.19,213158840.195,6,6,94519.237933
2969,GB,GB,DIST1,POSTT,210.21,211534427.31,6,6,1006300.496218
2096,GB,GB,COKE1,DIST1,32.62,211514445.071,6,6,6484195.127866
1461,GB,GB,BUSIN,SEACO,2236.52,211394416.542,6,6,94519.349946
5542,GB,GB,FOOD5,HEALT,1067.7,208750155.748,6,6,195513.866955
2514,GB,GB,CONST,SALEM,1345.26,207628258.467,6,6,154340.617031
13647,GB,GB,SUPPO,RETA1,2368.87,207500108.819,6,6,87594.553023
13631,GB,GB,SUPPO,POSTT,2352.04,206026179.602,6,6,87594.675091
2261,GB,GB,COMPU,CONST,3678.55,204555079.807,6,6,55607.530088
10678,GB,GB,PLAST,OFFIC,867.41,204062814.637,6,6,235255.317136
7486,GB,GB,LANDT,CONST,2040.59,203496956.692,6,6,99724.568234
12725,GB,GB,RUBBE,MEAT1,645.04,202731562.636,6,6,314293.009172
2746,GB,GB,CRUDE,LIQUE,906.88,202139587.381,6,6,222895.628287
1615,GB,GB,CEMEN,REALE,403.7,198885639.994,6,6,492657.022527
13650,GB,GB,SUPPO,SALEM,2256.12,197624176.364,6,6,87594.709663
3461,GB,GB,ELEC2,DAIRY,16.43,196225139.866,5,5,11943100.417894
3111,GB,GB,DISTR,POSTT,224.9,195070561.757,6,6,867365.770373
2192,GB,GB,COLLE,MEATA,0.42,194086134.346,5,5,462109843.680952
6566,GB,GB,HEAVY,MOTOR,495.3,193412018.745,6,6,390494.687553
1501,GB,GB,CATTL,MEATC,578.31,192246323.509,6,6,332427.804307
9001,GB,GB,NATU1,NATUR,598.27,192054314.256,6,6,321016.12024
2949,GB,GB,DIST1,NATUR,190.69,191895803.257,6,6,1006323.369117
1843,GB,GB,CHEM1,EDUCA,1308.88,190885593.781,6,6,145838.880402
3423,GB,GB,ELEC1,TOBAC,6.51,190194918.331,5,5,29215809.267435
6262,GB,GB,GLASS,CONST,665.72,190076416.416,6,6,285520.063114
10731,GB,GB,POSTT,AUXIL,2888.8,189063106.329,6,6,65446.935173
3547,GB,GB,ELEC2,SALEM,15.78,188506677.894,5,5,11945923.820913
3142,GB,GB,DISTR,TRAN1,215.78,187156784.724,6,6,867350.00799
611,GB,GB,BASIC,BASIC,343.57,185831488.449,6,6,540883.920159
