interstate_id,trade_id,state1,state2,sector1,sector2,state_industry_code,amount,commodity_code,industry_code,economic_multiplier
1,3000659,AK,AK,21,21,mining,88.64141138467559,,,1.0
2,3000665,AK,AK,21,22,mining,20.93819509779616,,,1.0
3,3000684,AK,AK,21,31ND,mining,111.63158874091175,,,1.0
4,3001179,AK,AK,22,21,mining,5.018060732766554,,,1.0
5,3001185,AK,AK,22,22,mining,3.5462973140356184,,,1.0
6,3001212,AK,AK,22,31ND,mining,1.5754683853050386,,,1.0
7,3004045,AK,AK,31ND,21,mining,10.7772109127836,,,1.0
8,3004051,AK,AK,31ND,22,mining,2.7565168060243193,,,1.0
9,3004082,AK,AK,31ND,31ND,mining,9.94195816175959,,,1.0
10,3000659,AK,AL,21,21,mining,20.772770740440198,,,1.0
11,3000665,AK,AL,21,22,mining,7.184070243755284,,,1.0
12,3000671,AK,AL,21,31ND,mining,35.528176193688765,,,1.0
13,3000697,AK,AL,21,33DG,mining,4.050725297942513,,,1.0
14,3000712,AK,AL,21,44RT,mining,1.5386963000420846,,,1.0
15,3000719,AK,AL,21,48TW,mining,0.03205554919449067,,,1.0
16,3000723,AK,AL,21,51,mining,0.05287950457825814,,,1.0
17,3000844,AK,AL,21,53,mining,0.026351345049838694,,,1.0
18,3000723,AK,AL,21,54,mining,0.0793192568673872,,,1.0
19,3000719,AK,AL,21,56,mining,0.08965555435390024,,,1.0
20,3000715,AK,AL,21,72,mining,0.28285561601882925,,,1.0
21,3000714,AK,AL,21,81,mining,0.0639702103582397,,,1.0
22,3001179,AK,AL,22,21,mining,1.1759630576164979,,,1.0
23,3001185,AK,AL,22,22,mining,1.078717628510118,,,1.0
24,3001197,AK,AL,22,31ND,mining,2.049916882101826,,,1.0
25,3001237,AK,AL,22,33DG,mining,2.312618362938247,,,1.0
26,3001281,AK,AL,22,44RT,mining,2.643070023315392,,,1.0
27,3001290,AK,AL,22,48TW,mining,0.684490408555163,,,1.0
28,3001297,AK,AL,22,51,mining,0.1078709207373334,,,1.0
29,3001296,AK,AL,22,53,mining,0.22197085353383136,,,1.0
30,3001297,AK,AL,22,54,mining,0.16180638110600007,,,1.0
31,3001290,AK,AL,22,56,mining,0.7060827252086715,,,1.0
32,3001284,AK,AL,22,72,mining,3.11687118739836,,,1.0
33,3001280,AK,AL,22,81,mining,3.067803408491817,,,1.0
34,3004045,AK,AL,31ND,21,mining,2.5255975510259896,,,1.0
35,3004051,AK,AL,31ND,22,mining,7.51461113870731,,,1.0
36,3004068,AK,AL,31ND,31ND,mining,8.604819046728794,,,1.0
37,3004107,AK,AL,31ND,33DG,mining,8.039334631078477,,,1.0
38,3004151,AK,AL,31ND,44RT,mining,7.112059491644688,,,1.0
39,3004161,AK,AL,31ND,48TW,mining,1.3879795680558356,,,1.0
40,3004168,AK,AL,31ND,51,mining,0.648344175388089,,,1.0
41,3004167,AK,AL,31ND,53,mining,2.001103144638823,,,1.0
42,3004168,AK,AL,31ND,54,mining,0.9725162630821333,,,1.0
43,3004161,AK,AL,31ND,56,mining,1.6982401700390222,,,1.0
44,3004154,AK,AL,31ND,72,mining,6.1749110553597815,,,1.0
45,3004150,AK,AL,31ND,81,mining,6.517589490331893,,,1.0
46,3001000,AK,AZ,21,11,mining,0.04712104779783916,,,1.0
47,3000659,AK,AZ,21,21,mining,46.52966313615429,,,1.0
48,3000665,AK,AZ,21,22,mining,13.502647207644712,,,1.0
49,3000711,AK,AZ,21,23,mining,5.362367204870571,,,1.0
50,3000673,AK,AZ,21,31ND,mining,118.48088521800483,,,1.0
51,3000678,AK,AZ,21,33DG,mining,3.075535371750403,,,1.0
52,3000725,AK,AZ,21,44RT,mining,0.016521705262334842,,,1.0
53,3000716,AK,AZ,21,48TW,mining,2.5397011725976215,,,1.0
54,3000720,AK,AZ,21,51,mining,1.0885744175674628,,,1.0
55,3000721,AK,AZ,21,52,mining,0.10392427868984688,,,1.0
56,3000722,AK,AZ,21,53,mining,0.1771637219850226,,,1.0
57,3000724,AK,AZ,21,54,mining,4.866703045341999,,,1.0
58,3000725,AK,AZ,21,55,mining,0.016521705262334842,,,1.0
59,3000725,AK,AZ,21,56,mining,0.14606838552560142,,,1.0
60,3000727,AK,AZ,21,61,mining,0.07416669043656562,,,1.0
