trade_id,region1,region2,industry1,industry2,amount,total_resources_value,resources_count,unique_resources_factors,natural_resource/land,natural_resource/water,resources_intensity
19475,AU,ID,CATTL,MEATC,1034.11,306927.402,2.0,2.0,306921.0,6.402,296.803437
5858,AU,CN,FORES,WOODW,421.01,267722.093,2.0,2.0,267720.0,2.093,635.904356
4967,AU,CN,CATTL,MEATC,728.0,216071.507,2.0,2.0,216067.0,4.507,296.801521
44034,AU,WA,CATTL,CHEM1,672.51,199604.163,2.0,2.0,199600.0,4.163,296.804751
6430,AU,CN,MEATC,MEATC,878.77,128083.137,2.0,2.0,128079.0,4.137,145.752742
5790,AU,CN,FORES,CONST,117.04,74423.582,2.0,2.0,74423.0,0.582,635.881596
26535,AU,JP,MEATC,HOTEL,361.14,52637.7,2.0,2.0,52636.0,1.7,145.754278
6428,AU,CN,MEATC,HOTEL,338.06,49273.591,2.0,2.0,49272.0,1.591,145.753982
29778,AU,KR,MEATC,HOTEL,305.69,44554.439,2.0,2.0,44553.0,1.439,145.750397
44101,AU,WA,CATTL,WHOLE,131.81,39120.816,2.0,2.0,39120.0,0.816,296.797026
44033,AU,WA,CATTL,CHARC,129.59,38462.802,2.0,2.0,38462.0,0.802,296.803781
47431,AU,WA,MEATA,CHEM1,123.21,36495.889,2.0,2.0,36495.0,0.889,296.208822
41040,AU,US,MEATC,MEATC,247.32,36047.164,2.0,2.0,36046.0,1.164,145.751108
5773,AU,CN,FORES,BASIC,37.43,23803.186,2.0,2.0,23803.0,0.186,635.938712
5855,AU,CN,FORES,VEGET,33.03,21002.164,2.0,2.0,21002.0,0.164,635.851166
44092,AU,WA,CATTL,RETA1,68.2,20241.422,2.0,2.0,20241.0,0.422,296.795044
5807,AU,CN,FORES,FURNI,31.22,19854.155,2.0,2.0,19854.0,0.155,635.943466
5784,AU,CN,FORES,CHEM1,28.47,18105.142,2.0,2.0,18105.0,0.142,635.937548
56442,AU,WM,CATTL,MEATC,56.95,16901.353,2.0,2.0,16901.0,0.353,296.775294
5845,AU,CN,FORES,RUBBE,23.14,14716.115,2.0,2.0,14716.0,0.115,635.960026
4989,AU,CN,CEREA,FOOD5,568.51,14420.538,2.0,2.0,14416.0,4.538,25.365496
6424,AU,CN,MEATC,FOOD5,97.67,14235.46,2.0,2.0,14235.0,0.46,145.750589
56422,AU,WM,CATTL,EDUCA,47.7,14158.295,2.0,2.0,14158.0,0.295,296.819602
5778,AU,CN,FORES,BITUM,22.01,13994.109,2.0,2.0,13994.0,0.109,635.806861
26530,AU,JP,MEATC,FOOD5,95.79,13961.451,2.0,2.0,13961.0,0.451,145.750611
8022,AU,CN,WOODW,WOODW,844.81,13799.525,2.0,2.0,13790.0,9.525,16.334472
56451,AU,WM,CATTL,PFERT,46.21,13714.286,2.0,2.0,13714.0,0.286,296.781779
5373,AU,CN,DAIRY,FOOD5,544.52,13079.532,2.0,2.0,13076.0,3.532,24.020297
5805,AU,CN,FORES,FORES,20.39,12967.101,2.0,2.0,12967.0,0.101,635.953948
5755,AU,CN,FOOD5,POULT,2174.68,12721.281,2.0,2.0,12705.0,16.281,5.849725
30627,AU,KR,WHEAT,FOOD5,466.18,12133.171,2.0,2.0,12125.0,8.171,26.026794
5857,AU,CN,FORES,WHOLE,18.29,11632.091,2.0,2.0,11632.0,0.091,635.980919
38342,AU,TR,CATTL,MEATC,38.78,11511.24,2.0,2.0,11511.0,0.24,296.834451
26540,AU,JP,MEATC,MEATC,74.68,10884.352,2.0,2.0,10884.0,0.352,145.746545
51426,AU,WA,WHEAT,MEATA,413.39,10759.245,2.0,2.0,10752.0,7.245,26.026863
44073,AU,WA,CATTL,NONF1,35.97,10677.223,2.0,2.0,10677.0,0.223,296.836892
45825,AU,WA,FORES,CHEM1,16.53,10508.082,2.0,2.0,10508.0,0.082,635.697641
45072,AU,WA,DAIRY,HOTEL,431.46,10363.799,2.0,2.0,10361.0,2.799,24.020301
7940,AU,CN,WOODW,CONST,611.55,9988.895,2.0,2.0,9982.0,6.895,16.333734
4992,AU,CN,CEREA,POULT,375.08,9513.994,2.0,2.0,9511.0,2.994,25.365239
41031,AU,US,MEATC,HOTEL,60.1,8759.283,2.0,2.0,8759.0,0.283,145.745141
28178,AU,JP,WHEAT,FOOD5,324.55,8446.688,2.0,2.0,8441.0,5.688,26.025845
20441,AU,ID,WHEAT,FOOD5,307.66,8007.392,2.0,2.0,8002.0,5.392,26.026757
56460,AU,WM,CATTL,REALE,26.93,7994.167,2.0,2.0,7994.0,0.167,296.84987
5837,AU,CN,FORES,PULP5,11.58,7367.058,2.0,2.0,7367.0,0.058,636.188083
5834,AU,CN,FORES,PREC1,11.5,7315.057,2.0,2.0,7315.0,0.057,636.091913
36112,AU,RU,CATTL,CATTL,24.58,7294.152,2.0,2.0,7294.0,0.152,296.751505
47475,AU,WA,MEATA,WHOLE,24.15,7153.174,2.0,2.0,7153.0,0.174,296.197681
47430,AU,WA,MEATA,CHARC,23.7,7021.171,2.0,2.0,7021.0,0.171,296.251941
28422,AU,JP,WOODW,WOODW,421.55,6885.753,2.0,2.0,6881.0,4.753,16.334368
41026,AU,US,MEATC,FOOD5,43.92,6401.207,2.0,2.0,6401.0,0.207,145.746972
24953,AU,JP,CATTL,MEATC,21.45,6365.133,2.0,2.0,6365.0,0.133,296.742797
25390,AU,JP,DAIRY,DAIRY,260.17,6249.688,2.0,2.0,6248.0,1.688,24.021555
