interstate_id,trade_id,state1,state2,sector1,sector2,state_industry_code,amount,commodity_code,industry_code,economic_multiplier
1,2935168,CA,AK,11,21,agriculture,1.0578342838190826,,,1.0
2,2935454,CA,AK,11,21,services,0.0006434317656187156,,,1.0
3,2935131,CA,AK,11,22,agriculture,0.6598545586716048,,,1.0
4,2935501,CA,AK,11,22,services,0.026541560331772022,,,1.0
5,2935105,CA,AK,11,31ND,agriculture,4.504152876487222,,,1.0
6,2935472,CA,AK,11,31ND,services,1.255254945751412,,,1.0
7,2936291,CA,AK,21,21,mining,97.78835896212144,,,1.0
8,2937044,CA,AK,21,21,services,0.10966490155263986,,,1.0
9,2936297,CA,AK,21,22,mining,24.60855050581852,,,1.0
10,2937050,CA,AK,21,22,services,0.0020308315102340714,,,1.0
11,2936315,CA,AK,21,31ND,mining,121.9226590878624,,,1.0
12,2937072,CA,AK,21,31ND,services,1.423572674188733,,,1.0
13,2936779,CA,AK,22,21,mining,5.314755481211356,,,1.0
14,2937044,CA,AK,22,21,services,0.028431641143277,,,1.0
15,2944836,CA,AK,22,21,utilities,28.84828796456207,,,1.0
16,2936785,CA,AK,22,22,mining,3.5899308002561043,,,1.0
17,2937050,CA,AK,22,22,services,0.0005428955522407913,,,1.0
18,2944842,CA,AK,22,22,utilities,33.45703582752984,,,1.0
19,2936812,CA,AK,22,31ND,mining,2.4081462964462776,,,1.0
20,2937072,CA,AK,22,31ND,services,0.39010061514902195,,,1.0
21,2944869,CA,AK,22,31ND,utilities,23.015975992121753,,,1.0
22,2946990,CA,AK,23,21,construction,26.43157884133454,,,1.0
23,2946993,CA,AK,23,22,construction,16.296164172218234,,,1.0
24,2947023,CA,AK,23,31ND,construction,47.45978115164727,,,1.0
25,2937721,CA,AK,31ND,21,agriculture,0.02699879373780047,,,1.0
26,2938179,CA,AK,31ND,21,manufacturing,9.314733112077308,,,1.0
27,2939582,CA,AK,31ND,21,mining,9.254714640610137,,,1.0
28,2938327,CA,AK,31ND,21,services,8.928120663164645,,,1.0
29,2937722,CA,AK,31ND,22,agriculture,1.2764841158976536,,,1.0
30,2938180,CA,AK,31ND,22,manufacturing,3.936018814875549,,,1.0
31,2939588,CA,AK,31ND,22,mining,2.2563369296503435,,,1.0
32,2938345,CA,AK,31ND,22,services,7.254599323551866,,,1.0
33,2937741,CA,AK,31ND,31ND,agriculture,4.7511144112260055,,,1.0
34,2938200,CA,AK,31ND,31ND,manufacturing,12.82897394643759,,,1.0
35,2939618,CA,AK,31ND,31ND,mining,11.23392903588099,,,1.0
36,2938351,CA,AK,31ND,31ND,services,49.76283402190546,,,1.0
37,2939087,CA,AK,33DG,21,agriculture,5.5160690123532365,,,1.0
38,2942033,CA,AK,33DG,21,construction,0.0119151759315448,,,1.0
39,2941814,CA,AK,33DG,21,manufacturing,137.61703805667102,,,1.0
40,2938782,CA,AK,33DG,21,services,7.140602428271675,,,1.0
41,2939093,CA,AK,33DG,22,agriculture,0.32671233569246083,,,1.0
42,2942083,CA,AK,33DG,22,construction,0.030917155848518205,,,1.0
43,2941816,CA,AK,33DG,22,manufacturing,9.975028839759347,,,1.0
44,2938785,CA,AK,33DG,22,services,0.9573795503410726,,,1.0
45,2939119,CA,AK,33DG,31ND,agriculture,0.8715022098306466,,,1.0
46,2942051,CA,AK,33DG,31ND,construction,0.0323968182191022,,,1.0
47,2941839,CA,AK,33DG,31ND,manufacturing,28.66057011309117,,,1.0
48,2938810,CA,AK,33DG,31ND,services,3.2024581995596506,,,1.0
49,2947365,CA,AK,44RT,21,manufacturing,90.33398986887735,,,1.0
50,2950006,CA,AK,44RT,21,services,9.619702014042641,,,1.0
51,2947371,CA,AK,44RT,22,manufacturing,8.698692028249875,,,1.0
52,2950012,CA,AK,44RT,22,services,3.4108689879437617,,,1.0
53,2947399,CA,AK,44RT,31ND,manufacturing,155.24724615367558,,,1.0
54,2950045,CA,AK,44RT,31ND,services,9.406071608873757,,,1.0
55,2948524,CA,AK,48TW,21,manufacturing,6.583593050161172,,,1.0
56,2948692,CA,AK,48TW,21,services,10.238904552237276,,,1.0
57,2947825,CA,AK,48TW,21,transportation,95.9738489007721,,,1.0
58,2948530,CA,AK,48TW,22,manufacturing,16.98318467551044,,,1.0
59,2948698,CA,AK,48TW,22,services,4.13364795460887,,,1.0
60,2947826,CA,AK,48TW,22,transportation,38.71629058387632,,,1.0
61,2948562,CA,AK,48TW,31ND,manufacturing,25.17355557195007,,,1.0
62,2948727,CA,AK,48TW,31ND,services,10.518766204055272,,,1.0
63,2947873,CA,AK,48TW,31ND,transportation,307.92249143218714,,,1.0
64,2949690,CA,AK,51,21,manufacturing,14.952387957523642,,,1.0
65,2948692,CA,AK,51,21,services,5.646684057823756,,,1.0
66,2949696,CA,AK,51,22,manufacturing,5.733431995580516,,,1.0
67,2948698,CA,AK,51,22,services,6.166448238090554,,,1.0
68,2949727,CA,AK,51,31ND,manufacturing,14.523676721846929,,,1.0
69,2948727,CA,AK,51,31ND,services,9.576896893265838,,,1.0
70,2948857,CA,AK,52,21,services,137.55868903477696,,,1.0
71,2948863,CA,AK,52,22,services,29.03621063561448,,,1.0
72,2948895,CA,AK,52,31ND,services,54.34615711221091,,,1.0
73,2949526,CA,AK,53,21,manufacturing,50.10111884845003,,,1.0
74,2949192,CA,AK,53,21,services,22.558657380864144,,,1.0
75,2949532,CA,AK,53,22,manufacturing,4.982623019837951,,,1.0
76,2949198,CA,AK,53,22,services,15.567883847975782,,,1.0
77,2949562,CA,AK,53,31ND,manufacturing,13.330441720841097,,,1.0
78,2949229,CA,AK,53,31ND,services,32.23424647056144,,,1.0
79,2949690,CA,AK,54,21,manufacturing,22.428581936285457,,,1.0
80,2949845,CA,AK,54,21,services,76.97856355051422,,,1.0
81,2949696,CA,AK,54,22,manufacturing,8.600147993370772,,,1.0
82,2949848,CA,AK,54,22,services,28.932498483255944,,,1.0
83,2949727,CA,AK,54,31ND,manufacturing,21.785515082770388,,,1.0
84,2949877,CA,AK,54,31ND,services,76.92548244057497,,,1.0
85,2950006,CA,AK,55,21,services,9.619702014042641,,,1.0
86,2950012,CA,AK,55,22,services,3.4108689879437617,,,1.0
