trade_id,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,impact_intensity
163097,WA,DE,SEACO,SEACO,3263.3,5514698389.505,7,7,1689914.623082
28261,CN,DE,ELECT,CONST,3205.63,4009113301.581,7,7,1250647.548713
28311,CN,DE,ELECT,MACHI,2089.3,2612977213.832,7,7,1250647.209033
152814,TW,DE,SEACO,SEACO,450.0,2439861323.168,7,7,5421914.051484
29886,CN,DE,OFFIC,OFFIC,2090.21,2057942020.115,7,7,984562.326328
28319,CN,DE,ELECT,MOTO1,1190.51,1488912989.266,7,7,1250651.392484
43353,DK,DE,SEACO,SEACO,622.03,1388164493.414,7,7,2231668.07616
122988,PL,DE,MOTO1,MOTO1,4165.67,1376393480.48,7,7,330413.470217
115076,NL,DE,SEACO,SEACO,630.39,1335931452.15,7,7,2119214.220007
133331,RU,DE,CRUDE,GASDI,1501.09,1283221688.018,7,7,854859.927132
154425,US,DE,CRUDE,GASDI,1502.66,1236253112.985,7,7,822709.803272
75319,HU,DE,MOTO1,MOTO1,3338.92,1214750345.199,7,7,363815.349035
177432,WM,DE,SEACO,SEACO,617.76,1196621111.257,7,7,1937032.36088
32749,CY,DE,SEACO,SEACO,364.92,1163829378.875,7,7,3189272.659419
67568,GB,DE,SEACO,SEACO,876.84,1109204378.852,7,7,1265002.028708
157646,US,DE,SEACO,SEACO,607.72,1097119946.144,7,7,1805304.986086
155929,US,DE,MOTO1,MOTO1,3713.25,1064069418.305,7,7,286560.134196
110198,NL,DE,ELEC2,DISTR,183.14,1036710992.12,7,7,5660756.755051
29526,CN,DE,MOTO1,MOTO1,1025.84,995189429.92,7,7,970121.490603
55520,FR,DE,BASIC,BASIC,1105.51,970570659.851,7,7,877939.285806
85717,IN,DE,SEACO,SEACO,215.25,965978262.993,7,7,4487703.893115
179025,ZA,DE,MOTO1,MOTO1,1075.21,957542285.11,7,7,890563.038951
28413,CN,DE,FABRI,CONST,686.0,945064353.605,7,7,1377644.830328
95295,JP,DE,SEACO,SEACO,428.1,935147580.149,7,7,2184413.875611
30813,CN,DE,RUBBE,MOTO1,650.07,933066595.748,7,7,1435332.496113
30758,CN,DE,RUBBE,CONST,635.43,912052347.793,7,7,1435330.953517
86512,IT,DE,BASIC,BASIC,1271.35,898300014.487,7,7,706571.765829
36106,CZ,DE,MOTO1,MOTO1,3815.17,881951470.499,7,7,231169.638705
119743,PL,DE,BASIC,BASIC,603.94,851528422.003,7,7,1409955.330005
98311,KR,DE,SEACO,SEACO,234.56,840728547.662,7,7,3584279.278914
133343,RU,DE,CRUDE,MOTOR,924.17,790041708.997,7,7,854866.214005
8955,BE,DE,BASIC,BASIC,619.22,784294566.924,7,7,1266584.68222
11956,BE,DE,MOTO1,MOTO1,2941.56,779633361.04,7,7,265040.781436
28470,CN,DE,FABRI,MOTO1,565.81,779488885.18,7,7,1377651.305527
154437,US,DE,CRUDE,MOTOR,925.15,761124544.62,7,7,822703.934086
31021,CN,DE,SEACO,SEACO,532.33,756555544.149,7,7,1421215.306575
145956,SK,DE,MOTO1,MOTO1,2827.62,745204925.191,7,7,263544.933616
48643,ES,DE,MOTO1,MOTO1,3402.2,743957465.071,7,7,218669.527092
13940,BE,DE,SEACO,SEACO,525.45,687937195.0,7,7,1309234.361024
59174,FR,DE,MOTO1,MOTO1,4521.63,670850164.422,7,7,148364.674779
21775,CA,DE,SEACO,SEACO,324.42,628244062.263,7,7,1936514.586841
130864,RO,DE,MOTO1,MOTO1,2012.66,595669311.883,7,7,295961.22141
70768,GR,DE,SEACO,SEACO,97.67,593265697.663,7,7,6074185.498751
19130,BR,DE,SEACO,SEACO,411.07,589629939.898,7,7,1434378.426784
285,AT,DE,BASIC,BASIC,515.67,553276656.156,7,7,1072927.756426
29914,CN,DE,OFFIC,RESEA,554.25,545691953.699,7,7,984559.230851
122748,PL,DE,MACHI,MACHI,1497.09,541316068.567,7,7,361578.841998
27872,CN,DE,CHEM1,PLAST,411.3,534995278.205,7,7,1300742.227583
28431,CN,DE,FABRI,FABRI,387.67,534069318.47,7,7,1377639.018934
124880,PL,DE,RUBBE,MOTO1,943.83,520604896.644,7,7,551587.570478
120406,PL,DE,CEREA,FOOD5,365.21,517025741.218,7,7,1415694.370959
33119,CZ,DE,BASIC,BASIC,430.53,510749147.173,7,7,1186326.497975
124824,PL,DE,RUBBE,CONST,922.57,508879989.142,7,7,551589.569509
132546,RU,DE,BASIC,BASIC,90.98,493148384.343,7,7,5420404.312409
28267,CN,DE,ELECT,DISTR,391.69,489861311.559,7,7,1250635.225712
40218,DK,DE,ELEC1,DISTR,17.36,486016124.362,6,6,27996320.527765
107628,MX,DE,MOTO1,MOTO1,1345.67,482864751.52,7,7,358828.502917
27266,CN,DE,BASIC,BASIC,180.56,475672526.35,7,7,2634429.144606
27891,CN,DE,CHEM1,RUBBE,361.68,470453216.924,7,7,1300744.35115
27827,CN,DE,CHEM1,HEALT,361.2,469833381.219,7,7,1300756.869377
63752,GB,DE,CRUDE,GASDI,1583.92,453913726.005,7,7,286576.169254
120948,PL,DE,FABRI,CONST,787.1,453800917.74,7,7,576547.983407
55556,FR,DE,BASIC,FABRI,484.36,425235797.083,7,7,877933.349333
29905,CN,DE,OFFIC,PUBLI,425.2,418632871.129,7,7,984555.200209
36520,CZ,DE,OFFIC,OFFIC,818.34,417267918.237,7,7,509895.542485
3584,AT,DE,MOTO1,MOTO1,2819.33,414871015.642,7,7,147152.34316
161671,WA,DE,OFFIC,OFFIC,920.6,414011808.525,7,7,449719.540001
89548,IT,DE,MOTO1,MOTO1,2448.81,411686480.747,7,7,168116.955071
149410,TR,DE,MOTO1,MOTO1,998.5,411227251.454,7,7,411845.018982
119030,NO,DE,SEACO,SEACO,215.43,408544264.32,7,7,1896413.054449
82928,IN,DE,BASIC,BASIC,107.51,402434651.415,7,7,3743229.945261
122756,PL,DE,MACHI,MOTO1,1109.21,401068164.477,7,7,361580.011429
113660,NL,DE,PLAST,RUBBE,416.56,400820837.499,7,7,962216.33738
27789,CN,DE,CHEM1,CHEM1,307.99,400622952.127,7,7,1300766.103208
86549,IT,DE,BASIC,FABRI,557.02,393571884.002,7,7,706566.880906
164112,WE,DE,BASIC,BASIC,85.81,392669991.021,7,7,4576039.98393
158957,WA,DE,CERAM,CONST,136.58,390850481.377,7,7,2861696.305294
126024,PL,DE,WOODW,WOODW,474.23,389803869.961,7,7,821972.18641
35946,CZ,DE,MACHI,MACHI,1252.37,389735573.613,7,7,311198.426673
61413,FR,DE,SEACO,SEACO,223.73,378274313.935,7,7,1690762.588544
34118,CZ,DE,ELEC1,DISTR,30.01,376093821.278,7,7,12532283.281506
9965,BE,DE,COPP1,COPP1,1023.4,375520135.408,7,7,366933.882556
121006,PL,DE,FABRI,MOTO1,649.2,374294902.494,7,7,576547.908956
119778,PL,DE,BASIC,FABRI,264.61,373079860.9,7,7,1409923.513473
26460,CH,DE,SEACO,SEACO,207.52,370174610.336,7,7,1783802.092984
122048,PL,DE,HOTEL,SUPPO,1057.89,366580178.102,7,7,346520.127898
101381,LU,DE,FINAN,FINAN,2254.74,353425879.924,7,7,156747.953167
108423,MX,DE,SEACO,SEACO,262.49,350724268.947,7,7,1336143.353831
8990,BE,DE,BASIC,FABRI,271.3,343622715.43,7,7,1266578.38345
173431,WL,DE,SEACO,SEACO,185.52,341588817.451,7,7,1841250.633091
31167,CN,DE,TEXTI,MOTO1,612.01,339385755.44,7,7,554542.826817
118013,NO,DE,NATUR,ELEC2,1073.4,338396091.022,7,7,315256.280065
29870,CN,DE,OFFIC,MACHI,342.44,337154506.965,7,7,984565.199641
29682,CN,DE,NONME,CONST,132.62,336936035.255,7,7,2540612.54151
28266,CN,DE,ELECT,DIST1,267.8,334926524.28,7,7,1250659.1646
65575,GB,DE,MOTO1,MOTO1,1546.05,331764654.738,7,7,214588.567471
97264,KR,DE,MOTO1,MOTO1,946.59,330984836.602,7,7,349660.1872
120326,PL,DE,CERAM,CONST,271.62,330633766.03,7,7,1217265.908365
112827,NL,DE,MOTO1,MOTO1,1509.42,327980683.785,7,7,217289.212933
149011,TR,DE,HOTEL,SUPPO,1020.3,327933997.793,7,7,321409.387232
12852,BE,DE,PREC1,FOUND,1113.03,327062691.47,7,7,293848.945195
114802,NL,DE,RUBBE,MOTO1,746.48,325727947.43,7,7,436351.874705
83662,IN,DE,ELECT,CONST,175.0,323658223.728,7,7,1849475.56416
27695,CN,DE,CERAM,CONST,246.16,321622390.53,7,7,1306558.297571
29940,CN,DE,OFFIC,WHOLE,326.16,321122066.624,7,7,984553.797596
114747,NL,DE,RUBBE,CONST,729.66,318391999.886,7,7,436356.65911
123705,PL,DE,PAPER,PAPER,589.68,316515437.814,7,7,536757.966718
112595,NL,DE,MACHI,MACHI,1673.14,305859845.558,7,7,182805.889261
15138,BG,DE,COPP1,COPP1,483.39,303474262.729,7,7,627804.180329
158570,WA,DE,BASIC,BASIC,131.85,301079900.77,7,7,2283503.2292
155642,US,DE,LEAD1,LEAD1,148.35,298263215.351,7,7,2010537.346485
110278,NL,DE,ELEC2,TRAN1,52.6,297719860.072,7,7,5660073.385399
122378,PL,DE,LANDT,MOTO1,542.93,295287076.383,7,7,543876.883545
162841,WA,DE,RUBBE,MOTO1,385.53,293147404.105,7,7,760375.078736
161187,WA,DE,MOTO1,MOTO1,560.07,293048768.147,7,7,523235.967195
35954,CZ,DE,MACHI,MOTO1,927.9,288760190.042,7,7,311197.532107
168247,WF,DE,CRUDE,GASDI,924.0,286763780.868,7,7,310350.412195
162789,WA,DE,RUBBE,CONST,376.85,286545226.165,7,7,760369.447167
50227,ES,DE,SEACO,SEACO,114.56,282218657.37,7,7,2463500.849948
63764,GB,DE,CRUDE,MOTOR,975.17,279461280.225,7,7,286576.986807
29419,CN,DE,MEDIC,HEALT,302.03,274126300.288,7,7,907612.820872
109871,NL,DE,COPP1,COPP1,818.14,272310192.968,7,7,332840.581035
31282,CN,DE,TRANS,TRANS,331.67,272227098.877,7,7,820776.97373
46096,ES,DE,BASIC,BASIC,350.73,271748674.979,7,7,774808.755963
133317,RU,DE,CRUDE,BKBPE,303.92,259809181.089,7,7,854860.427379
129263,RO,DE,BASIC,BASIC,103.49,257645904.776,7,7,2489572.951744
120966,PL,DE,FABRI,FABRI,444.8,256449357.685,7,7,576549.814939
29798,CN,DE,OFFIC,AIRTR,260.41,256391270.607,7,7,984567.684064
157836,US,DE,TRAN2,GASDI,11.83,253719066.237,6,6,21447089.284615
89348,IT,DE,MACHI,MACHI,1644.58,252698591.104,7,7,153655.39597
154411,US,DE,CRUDE,BKBPE,304.24,250299626.593,7,7,822704.531268
154056,US,DE,CHEM1,PLAST,789.76,248358237.238,7,7,314473.051608
28274,CN,DE,ELECT,ELEC5,197.64,247174870.53,7,7,1250631.807984
130733,RO,DE,MACHI,MACHI,398.8,245214686.485,7,7,614881.360293
113546,NL,DE,PIGS9,MEATP,355.29,243364818.909,7,7,684975.143992
320,AT,DE,BASIC,FABRI,225.93,242406916.167,7,7,1072929.297424
132670,RU,DE,BITUM,ELEC1,105.79,241182453.083,7,7,2279822.791218
55579,FR,DE,BASIC,MACHI,274.1,240646594.188,7,7,877951.821189
