trade_id,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,impact_intensity
2081,FR,FR,CONST,CONST,50383.66,8570370615.507,7,7,170102.18423
1231,FR,FR,BUSIN,BUSIN,100466.02,7755077469.613,7,7,77191.04897
1388,FR,FR,CEMEN,CONST,14115.99,6684887840.98,7,7,473568.473836
8466,FR,FR,OFFIC,OFFIC,20346.47,5510803187.938,7,7,270848.121956
2498,FR,FR,DIST1,ELEC3,27411.84,4082825089.589,7,7,148943.853809
13476,FR,FR,WOODW,CONST,16218.83,4053265362.512,7,7,249911.08252
10340,FR,FR,RAWMI,DAIRY,10011.01,3100540117.257,7,7,309713.017693
9699,FR,FR,PLAST,RUBBE,4422.13,2822117379.139,7,7,638180.555329
7088,FR,FR,LANDT,WHOLE,16374.05,2277766196.729,7,7,139108.296159
13162,FR,FR,WHOLE,WHOLE,19615.87,2270570666.712,7,7,115751.718721
13048,FR,FR,WHOLE,CONST,18732.3,2168295911.41,7,7,115751.718231
1364,FR,FR,BUSIN,WHOLE,27319.22,2108799225.814,7,7,77191.048127
4261,FR,FR,FABRI,CONST,16467.17,2081921906.877,7,7,126428.639947
3226,FR,FR,ELEC2,DISTR,564.38,1784775567.035,7,7,3162365.014768
10300,FR,FR,RAILW,RAILW,5895.71,1770169963.152,7,7,300247.122595
1372,FR,FR,CATTL,MEATC,3823.44,1720811283.176,7,7,450068.860287
1338,FR,FR,BUSIN,RESEA,16014.74,1236194875.871,7,7,77191.067471
12023,FR,FR,SUPPO,WHOLE,13420.5,1198012243.364,7,7,89267.333062
1333,FR,FR,BUSIN,REALE,14587.79,1126046982.53,7,7,77191.060642
444,FR,FR,AUXIL,INSUR,25533.41,1114090317.584,7,7,43632.64905
8480,FR,FR,OFFIC,PUBLI,4094.02,1108857637.354,7,7,270848.12418
2637,FR,FR,DISTR,DISTR,2705.27,1095272300.451,7,7,404866.168793
1748,FR,FR,COKEO,BASIC,45.12,1054986827.854,7,7,23381800.262722
1339,FR,FR,BUSIN,RETA1,13072.44,1009075356.566,7,7,77191.048998
8440,FR,FR,OFFIC,HEALT,3721.7,1008015485.504,7,7,270848.130022
1761,FR,FR,COKEO,LEAD1,43.01,1005602155.155,7,7,23380659.268891
5624,FR,FR,FOUND,CONST,1799.7,986136262.627,7,7,547944.803371
2391,FR,FR,DAIRY,DAIRY,4256.59,971761344.546,7,7,228295.735447
10687,FR,FR,RENTI,BUSIN,10367.65,971597909.636,7,7,93714.38172
13577,FR,FR,WOODW,WOODW,3757.92,939145991.832,7,7,249911.118872
8668,FR,FR,OILSE,FOOD5,1929.21,931676767.166,7,7,482931.75298
4500,FR,FR,FINAN,REALE,21082.77,905177386.233,7,7,42934.461944
679,FR,FR,BEVER,HOTEL,5252.25,883175789.348,7,7,168151.894778
12011,FR,FR,SUPPO,SUPPO,9655.89,861955241.483,7,7,89267.301252
9860,FR,FR,POULT,MEAT1,1859.3,852807746.219,7,7,458671.406561
8403,FR,FR,OFFIC,BUSIN,3130.11,847783555.65,7,7,270847.847408
4431,FR,FR,FINAN,FINAN,19743.37,847670976.128,7,7,42934.46236
1329,FR,FR,BUSIN,PUBLI,10814.18,834757914.058,7,7,77191.050459
2172,FR,FR,CONST,REALE,4875.13,829269957.63,7,7,170102.121919
1543,FR,FR,CEREA,RAWMI,1637.52,828765543.795,7,7,506110.181125
7064,FR,FR,LANDT,RETA1,5794.35,806042386.552,7,7,139108.335974
10341,FR,FR,RAWMI,FOOD5,2594.2,803456894.891,7,7,309712.780391
1242,FR,FR,BUSIN,COMPU,10351.55,799046805.422,7,7,77191.029887
11695,FR,FR,STEAM,RECRE,290.37,793318398.125,7,7,2732094.906929
1279,FR,FR,BUSIN,HEALT,10206.33,787837429.77,7,7,77191.059839
1383,FR,FR,CEMEN,CEMEN,1638.83,776097370.415,7,7,473567.95422
13036,FR,FR,WHOLE,BUSIN,6502.45,752669725.827,7,7,115751.712943
1337,FR,FR,BUSIN,RENTI,9646.56,744628355.904,7,7,77191.077016
1941,FR,FR,COMPU,COMPU,12808.74,709339031.021,7,7,55379.298122
13082,FR,FR,WHOLE,HOTEL,6066.73,702234103.484,7,7,115751.665804
5319,FR,FR,FOOD5,HOTEL,4253.58,692476020.276,7,7,162798.400471
4280,FR,FR,FABRI,FABRI,5462.6,690629040.448,7,7,126428.631137
9356,FR,FR,PIGS9,MEATP,1694.0,685105645.317,7,7,404430.723328
11901,FR,FR,SUPPO,BUSIN,7569.02,675665978.146,7,7,89267.299881
2167,FR,FR,CONST,PUBLI,3872.01,658637714.485,7,7,170102.276204
2410,FR,FR,DAIRY,HOTEL,2821.28,644085182.024,7,7,228295.377284
11672,FR,FR,STEAM,HOTEL,227.18,620670852.733,7,7,2732066.435131
11653,FR,FR,STEAM,BUSIN,226.11,617753044.719,7,7,2732090.773159
1152,FR,FR,BRICK,CONST,958.17,616673849.563,7,7,643595.447116
2491,FR,FR,DIST1,DISTR,4066.03,605609816.809,7,7,148943.765001
3361,FR,FR,ELEC3,DISTR,4324.09,604985526.342,7,7,139910.484366
12978,FR,FR,WHEAT,FOOD5,824.66,601631109.547,7,7,729550.492987
8507,FR,FR,OFFIC,WHOLE,2217.37,600569324.922,7,7,270847.591932
11884,FR,FR,SUGAR,SUGA1,1012.87,595426957.895,7,7,587861.184451
1283,FR,FR,BUSIN,INSUR,7634.21,589292531.791,7,7,77191.029824
12754,FR,FR,VEGET,FOOD5,3211.67,576089783.525,7,7,179373.903149
2499,FR,FR,DIST1,ELEC4,3711.28,552772270.628,7,7,148943.833564
1265,FR,FR,BUSIN,FINAN,7116.18,549305232.091,7,7,77191.025535
7053,FR,FR,LANDT,PUBLI,3870.06,538357585.878,7,7,139108.330589
5669,FR,FR,FOUND,OFFIC,981.45,537778385.89,7,7,547942.723409
11912,FR,FR,SUPPO,CONST,5987.36,534475154.284,7,7,89267.248718
12769,FR,FR,VEGET,VEGET,2947.35,528678555.62,7,7,179374.20246
11698,FR,FR,STEAM,RETA1,190.51,520494120.654,7,7,2732109.184053
537,FR,FR,BASIC,BASIC,587.47,515757156.867,7,7,877929.352762
11691,FR,FR,STEAM,PUBLI,184.26,503411384.938,7,7,2732070.904906
13137,FR,FR,WHOLE,RETA1,4340.69,502442293.21,7,7,115751.710721
9722,FR,FR,POSTT,BUSIN,9080.54,497339078.803,7,7,54769.769067
3762,FR,FR,ELEC6,DISTR,58.23,485742143.054,7,7,8341785.043002
12747,FR,FR,VEGET,BEVER,2688.3,482211957.336,7,7,179374.309912
11671,FR,FR,STEAM,HEALT,172.94,472477115.679,7,7,2732029.11807
11707,FR,FR,STEAM,WHOLE,171.82,469434356.094,7,7,2732128.716645
585,FR,FR,BASIC,MOTO1,523.42,459529283.081,7,7,877936.041957
211,FR,FR,AIRTR,AIRTR,427.59,456113862.633,7,7,1066708.441809
426,FR,FR,AUXIL,FINAN,10310.05,449854603.96,7,7,43632.630682
3316,FR,FR,ELEC2,TRAN1,142.14,449482340.94,7,7,3162250.886028
4666,FR,FR,FISHF,FISH5,671.81,442415359.77,7,7,658542.385154
11195,FR,FR,RUBBE,MOTO1,2122.33,435396104.359,7,7,205150.049407
10819,FR,FR,RENTI,WHOLE,4614.13,432410002.933,7,7,93714.308642
9810,FR,FR,POSTT,POSTT,7813.37,427936523.338,7,7,54769.775825
1220,FR,FR,BUSIN,AUXIL,5518.98,426016171.803,7,7,77191.106292
10512,FR,FR,RECRE,BUSIN,4386.88,420479154.762,7,7,95849.249298
9752,FR,FR,POSTT,FINAN,7661.09,419595858.266,7,7,54769.733584
8169,FR,FR,NAPHT,PLAST,541.16,408474011.43,7,7,754811.9067
10699,FR,FR,RENTI,CONST,4304.38,403381940.655,7,7,93714.295823
2500,FR,FR,DIST1,ELEC5,2641.56,393444648.16,7,7,148944.051303
1281,FR,FR,BUSIN,HOTEL,5087.0,392671231.498,7,7,77191.120798
1334,FR,FR,BUSIN,RECRE,5069.98,391357425.822,7,7,77191.118273
12688,FR,FR,TRANS,TRANS,3938.4,388611882.444,7,7,98672.527535
7965,FR,FR,MOTO1,MOTO1,2607.75,386897763.513,7,7,148364.591511
2497,FR,FR,DIST1,ELEC2,2446.5,364390802.078,7,7,148943.716361
13155,FR,FR,WHOLE,TRANS,3145.88,364141076.645,7,7,115751.737716
6849,FR,FR,KEROS,AIRTR,480.48,362669859.889,7,7,754807.400701
8490,FR,FR,OFFIC,RETA1,1331.99,360767234.496,7,7,270848.30554
11694,FR,FR,STEAM,REALE,131.55,359402699.019,7,7,2732061.566089
13073,FR,FR,WHOLE,FOOD5,3093.9,358123727.535,7,7,115751.552259
13029,FR,FR,WHOLE,BEVER,3025.71,350231163.026,7,7,115751.728694
4314,FR,FR,FABRI,MOTO1,2740.46,346473136.599,7,7,126428.824577
2173,FR,FR,CONST,RECRE,2009.76,341864804.972,7,7,170102.303246
12001,FR,FR,SUPPO,RETA1,3819.59,340964278.114,7,7,89267.245467
4399,FR,FR,FINAN,BUSIN,7645.56,328257824.415,7,7,42934.438343
10331,FR,FR,RAILW,WHOLE,1062.27,318942369.729,7,7,300246.048301
13093,FR,FR,WHOLE,MACHI,2720.88,314946716.033,7,7,115751.784729
2088,FR,FR,CONST,EDUCA,1844.43,313741849.927,7,7,170102.335099
13042,FR,FR,WHOLE,CHEM1,2696.45,312118167.814,7,7,115751.513217
5662,FR,FR,FOUND,MOTO1,566.23,310265181.915,7,7,547949.034694
4307,FR,FR,FABRI,MACHI,2450.74,309843649.409,7,7,126428.609077
6548,FR,FR,INLAN,TRANS,465.64,309420746.031,7,7,664506.369794
1250,FR,FR,BUSIN,EDUCA,4005.24,309168577.815,7,7,77191.024212
5846,FR,FR,GASDI,CONST,408.75,308529645.59,7,7,754812.588599
13100,FR,FR,WHOLE,MOTO1,2639.35,305509854.284,7,7,115751.929181
7654,FR,FR,MEATC,HOTEL,1093.62,300824847.194,7,7,275072.55463
10792,FR,FR,RENTI,RENTI,3096.94,290227652.975,7,7,93714.328652
12006,FR,FR,SUPPO,SEACO,3242.93,289487966.864,7,7,89267.411527
1272,FR,FR,BUSIN,FOOD5,3740.49,288732195.899,7,7,77191.008638
13051,FR,FR,WHOLE,DAIRY,2493.58,288635729.651,7,7,115751.54182
11951,FR,FR,SUPPO,LANDT,3227.73,288130483.519,7,7,89267.219848
5923,FR,FR,GASDI,RAILW,367.47,277372512.468,7,7,754816.753662
3328,FR,FR,ELEC2,WOODW,86.33,272990983.281,7,7,3162179.813286
5836,FR,FR,GASDI,BUSIN,348.05,262713956.457,7,7,754816.711556
1357,FR,FR,BUSIN,TRANS,3368.23,259997479.089,7,7,77191.129789
4530,FR,FR,FINAN,WHOLE,6042.86,259446745.842,7,7,42934.429367
5311,FR,FR,FOOD5,FOOD5,1585.67,258145044.136,7,7,162798.718609
4450,FR,FR,FINAN,INSUR,5907.37,253629957.652,7,7,42934.49668
6375,FR,FR,HOTEL,WHOLE,2798.26,252336983.944,7,7,90176.389594
9850,FR,FR,POSTT,WHOLE,4605.29,252230409.637,7,7,54769.712578
11660,FR,FR,STEAM,EDUCA,91.99,251312355.688,7,7,2731952.991499
4577,FR,FR,FISH5,FOOD5,975.56,248651503.975,7,7,254880.790495
1350,FR,FR,BUSIN,SUPPO,3198.06,246861932.38,7,7,77191.151004
10783,FR,FR,RENTI,PUBLI,2624.06,245912009.523,7,7,93714.324186
8476,FR,FR,OFFIC,POSTT,898.5,243357851.712,7,7,270849.02806
2069,FR,FR,CONST,BUSIN,1412.79,240319048.442,7,7,170102.455738
10832,FR,FR,RESEA,RESEA,2258.85,239296915.71,7,7,105937.497271
8129,FR,FR,MOTOR,SEACO,316.78,239111025.729,7,7,754817.30453
8660,FR,FR,OILSE,BEVER,494.97,239035442.221,7,7,482929.151708
3285,FR,FR,ELEC2,PLAST,75.2,237823503.814,7,7,3162546.593271
2177,FR,FR,CONST,RESEA,1397.9,237785546.917,7,7,170101.972185
5634,FR,FR,FOUND,FABRI,433.61,237593448.582,7,7,547942.73329
10600,FR,FR,RECRE,RECRE,2473.67,237099182.951,7,7,95849.156497
1327,FR,FR,BUSIN,PRINT,3061.02,236282979.183,7,7,77190.929554
5363,FR,FR,FOOD5,RAWMI,1439.03,234271613.622,7,7,162798.283303
671,FR,FR,BEVER,FOOD5,1392.2,234100295.813,7,7,168151.34019
10520,FR,FR,RECRE,COMPU,2441.94,234058353.142,7,7,95849.346479
12469,FR,FR,TRAN1,DISTR,548.88,233214212.006,7,7,424891.072741
11702,FR,FR,STEAM,SUPPO,84.54,230965771.512,7,7,2732029.471398
9354,FR,FR,PIGS9,FOOD5,559.27,226183952.43,7,7,404427.114685
1460,FR,FR,CERAM,CONST,391.75,224246135.164,7,7,572421.532008
1527,FR,FR,CEREA,CATTL,437.88,221615192.605,7,7,506109.419487
5657,FR,FR,FOUND,MACHI,403.6,221150463.315,7,7,547944.65638
13065,FR,FR,WHOLE,FABRI,1907.03,220741589.408,7,7,115751.503337
6612,FR,FR,INSUR,INSUR,4230.84,220058986.624,7,7,52013.072256
1342,FR,FR,BUSIN,SALEM,2850.09,220001712.771,7,7,77191.145813
3453,FR,FR,ELEC3,TRAN1,1571.74,219903007.252,7,7,139910.549615
2405,FR,FR,DAIRY,FOOD5,961.94,219605765.918,7,7,228294.660704
13000,FR,FR,WHEAT,WHEAT,297.39,216957374.337,7,7,729538.230394
13132,FR,FR,WHOLE,RECRE,1873.02,216805846.778,7,7,115752.01908
4389,FR,FR,FINAN,AUXIL,5035.58,216200128.412,7,7,42934.503754
3102,FR,FR,ELEC1,DISTR,19.55,214780540.772,7,7,10986216.919284
9691,FR,FR,PLAST,PLAST,335.66,214212295.259,7,7,638182.372815
1932,FR,FR,COMPU,BUSIN,3844.36,212897839.84,7,7,55379.267249
11945,FR,FR,SUPPO,HOTEL,2340.36,208917713.862,7,7,89267.340863
11700,FR,FR,STEAM,SALEM,75.78,207027492.471,7,7,2731954.242162
3333,FR,FR,ELEC3,ALUM1,1468.47,205453933.289,7,7,139910.20129
8081,FR,FR,MOTOR,LANDT,271.48,204918169.273,7,7,754818.657997
4322,FR,FR,FABRI,OFFIC,1613.47,203988538.67,7,7,126428.467012
6051,FR,FR,HEALT,HEALT,4786.41,203600410.738,7,7,42537.185644
5602,FR,FR,FORES,WOODW,1932.06,203570692.028,7,7,105364.580825
7011,FR,FR,LANDT,LANDT,1449.4,201623167.728,7,7,139108.022442
2221,FR,FR,COPP1,COPP1,705.32,196921505.822,7,7,279194.558246
9815,FR,FR,POSTT,PUBLI,3568.7,195456926.618,7,7,54769.783568
6250,FR,FR,HOTEL,BUSIN,2164.36,195174317.745,7,7,90176.457588
3297,FR,FR,ELEC2,RECRE,61.3,193860510.067,7,7,3162487.929315
11693,FR,FR,STEAM,RAILW,70.83,193500752.212,7,7,2731903.885529
1959,FR,FR,COMPU,FINAN,3492.51,193412881.562,7,7,55379.335081
6970,FR,FR,LANDT,CONST,1386.63,192891174.182,7,7,139107.890484
1223,FR,FR,BUSIN,BEVER,2496.8,192730419.536,7,7,77190.972259
5280,FR,FR,FOOD5,CATTL,1159.61,188782413.645,7,7,162798.193914
12980,FR,FR,WHEAT,HOTEL,258.37,188494458.508,7,7,729552.419042
9733,FR,FR,POSTT,COMPU,3414.5,187011285.444,7,7,54769.742406
632,FR,FR,BEVER,BEVER,1090.48,183366043.59,7,7,168151.679618
10463,FR,FR,REALE,REALE,10944.27,181814601.222,7,7,16612.766427
10793,FR,FR,RENTI,RESEA,1940.01,181807110.702,7,7,93714.522452
11235,FR,FR,RUBBE,RUBBE,881.44,180828144.82,7,7,205150.826852
11656,FR,FR,STEAM,COMPU,65.43,178749255.677,7,7,2731915.874629
6351,FR,FR,HOTEL,RETA1,1966.81,177359390.735,7,7,90176.16889
1747,FR,FR,COALT,CONST,21.62,175914326.115,6,6,8136647.831406
13495,FR,FR,WOODW,FURNI,687.57,171831100.397,7,7,249910.700579
10367,FR,FR,REALE,BUSIN,10241.55,170140480.03,7,7,16612.766625
10336,FR,FR,RAWMI,BEVER,548.61,169911589.617,7,7,309712.891885
2116,FR,FR,CONST,HEALT,998.08,169775337.271,7,7,170101.932982
6199,FR,FR,HEAVY,PLAST,224.19,169222766.66,7,7,754818.53187
5566,FR,FR,FORES,FORES,1605.46,169158738.455,7,7,105364.65465
3845,FR,FR,ELEC6,TRAN1,20.28,169148548.212,7,7,8340658.195858
11993,FR,FR,SUPPO,RAILW,1877.5,167599722.761,7,7,89267.495479
11697,FR,FR,STEAM,RESEA,60.69,165808694.225,7,7,2732059.552233
13047,FR,FR,WHOLE,COMPU,1432.03,165759757.565,7,7,115751.595682
10297,FR,FR,RAILW,PUBLI,549.97,165127959.365,7,7,300249.030611
3204,FR,FR,ELEC2,BASIC,52.11,164789800.675,7,7,3162345.052293
2709,FR,FR,DISTR,RECRE,406.77,164687407.392,7,7,404866.158743
11655,FR,FR,STEAM,COLLE,59.66,162990677.623,7,7,2731992.585032
4673,FR,FR,FISHF,HOTEL,245.22,161489267.218,7,7,658548.516508
5931,FR,FR,GASDI,RETA1,213.51,161161091.058,7,7,754817.531066
3210,FR,FR,ELEC2,BUSIN,50.84,160784478.605,7,7,3162558.587825
1291,FR,FR,BUSIN,MACHI,2082.89,160780521.513,7,7,77191.076587
3857,FR,FR,ELEC6,WOODW,19.21,160269370.956,7,7,8343017.748881
4506,FR,FR,FINAN,RETA1,3729.33,160116650.144,7,7,42934.427939
6291,FR,FR,HOTEL,HEALT,1762.07,158897269.477,7,7,90176.479639
10493,FR,FR,REALE,WHOLE,9434.71,156736586.196,7,7,16612.761409
10233,FR,FR,RAILW,EDUCA,516.01,154931905.713,7,7,300249.812432
8004,FR,FR,MOTO1,SALEM,1042.95,154737442.352,7,7,148365.158782
12968,FR,FR,WHEAT,BEVER,210.66,153687323.605,7,7,729551.521907
6976,FR,FR,LANDT,EDUCA,1098.67,152834172.136,7,7,139108.35113
1324,FR,FR,BUSIN,POSTT,1978.11,152692569.453,7,7,77191.141773
10719,FR,FR,RENTI,FINAN,1628.3,152595378.421,7,7,93714.535664
10733,FR,FR,RENTI,HEALT,1624.07,152198486.421,7,7,93714.240409
2059,FR,FR,CONST,AUXIL,894.08,152084787.647,7,7,170101.990478
12972,FR,FR,WHEAT,CATTL,208.22,151906631.996,7,7,729548.708078
10738,FR,FR,RENTI,INSUR,1618.6,151685710.533,7,7,93714.14218
10624,FR,FR,RECRE,WHOLE,1582.12,151645150.448,7,7,95849.335353
7003,FR,FR,LANDT,HEALT,1073.54,149337680.098,7,7,139107.699851
10794,FR,FR,RENTI,RETA1,1590.56,149058034.662,7,7,93714.185357
13123,FR,FR,WHOLE,POSTT,1286.47,148911336.172,7,7,115751.891744
11472,FR,FR,SEACO,FOUND,87.96,148719630.127,7,7,1690764.326137
11689,FR,FR,STEAM,POSTT,53.78,146931546.143,7,7,2732085.275995
13126,FR,FR,WHOLE,PRINT,1267.37,146700158.933,7,7,115751.642325
4411,FR,FR,FINAN,CONST,3408.13,146326337.556,7,7,42934.494153
13148,FR,FR,WHOLE,SUPPO,1253.65,145112561.981,7,7,115752.053588
