trade_id,region1,region2,industry1,industry2,amount,total_resources_value,resources_count,unique_resources_factors,natural_resource/land,natural_resource/water,resources_intensity
1128766,FR,FR,WOODW,CONST,16218.83,146184.178,2.0,2.0,146065.0,119.178,9.013238
1127052,FR,FR,FORES,WOODW,1932.06,81925.256,2.0,2.0,81920.0,5.256,42.40306
1127043,FR,FR,FORES,FORES,1605.46,68076.368,2.0,2.0,68072.0,4.368,42.40303
1127030,FR,FR,RAWMI,DAIRY,10011.01,54348.217,2.0,2.0,54208.0,140.217,5.428845
1126974,FR,FR,CATTL,MEATC,3823.44,50971.607,2.0,2.0,50898.0,73.607,13.331347
1134432,FR,FR,CONST,CONST,50383.66,41264.025,2.0,2.0,41044.0,220.025,0.818996
1128718,FR,FR,WOODW,WOODW,3757.92,33870.614,2.0,2.0,33843.0,27.614,9.013128
1126860,FR,FR,CEREA,RAWMI,1637.52,14785.105,2.0,2.0,14731.0,54.105,9.028961
1127033,FR,FR,RAWMI,FOOD5,2594.2,14083.335,2.0,2.0,14047.0,36.335,5.428778
1136911,FR,FR,BUSIN,BUSIN,100466.02,13390.017,2.0,2.0,13185.0,205.017,0.133279
1126910,FR,FR,OILSE,FOOD5,1929.21,12018.613,2.0,2.0,11950.0,68.613,6.229811
1127944,FR,FR,DAIRY,DAIRY,4256.59,9362.444,2.0,2.0,9321.0,41.444,2.199517
1127054,FR,FR,FORES,PAPER,209.26,8873.569,2.0,2.0,8873.0,0.569,42.404516
1127053,FR,FR,FORES,PULP5,186.44,7905.507,2.0,2.0,7905.0,0.507,42.402419
1127967,FR,FR,DAIRY,HOTEL,2821.28,6205.469,2.0,2.0,6178.0,27.469,2.199523
1128762,FR,FR,WOODW,FURNI,687.57,6197.052,2.0,2.0,6192.0,5.052,9.012976
1126835,FR,FR,WHEAT,FOOD5,824.66,6000.071,2.0,2.0,5964.0,36.071,7.275812
1127623,FR,FR,MEATC,HOTEL,1093.62,5979.542,2.0,2.0,5967.0,12.542,5.46766
1131764,FR,FR,OFFIC,OFFIC,20346.47,5972.092,2.0,2.0,5744.0,228.092,0.29352
1126925,FR,FR,SUGAR,SUGA1,1012.87,4510.86,2.0,2.0,4460.0,50.86,4.453543
1134056,FR,FR,DIST1,ELEC3,27411.84,4355.688,2.0,2.0,4299.0,56.688,0.158898
1128189,FR,FR,FOOD5,HOTEL,4253.58,4302.764,2.0,2.0,4268.0,34.764,1.011563
1126975,FR,FR,CATTL,FOOD5,311.94,4159.005,2.0,2.0,4153.0,6.005,13.332708
1126892,FR,FR,VEGET,FOOD5,3211.67,4080.624,2.0,2.0,4072.0,8.624,1.270561
1134449,FR,FR,CONST,REALE,4875.13,3992.29,2.0,2.0,3971.0,21.29,0.818909
1126855,FR,FR,CEREA,CATTL,437.88,3953.468,2.0,2.0,3939.0,14.468,9.028656
1127067,FR,FR,FORES,CONST,92.7,3930.252,2.0,2.0,3930.0,0.252,42.39754
1127079,FR,FR,FORES,PUBLI,88.71,3761.241,2.0,2.0,3761.0,0.241,42.39929
1128824,FR,FR,PULP5,PAPER,542.16,3746.93,2.0,2.0,3743.0,3.93,6.911115
1126877,FR,FR,VEGET,VEGET,2947.35,3744.915,2.0,2.0,3737.0,7.915,1.270604
1136894,FR,FR,BUSIN,WHOLE,27319.22,3640.749,2.0,2.0,3585.0,55.749,0.133267
1126893,FR,FR,VEGET,BEVER,2688.3,3416.219,2.0,2.0,3409.0,7.219,1.270773
1134454,FR,FR,CONST,PUBLI,3872.01,3170.909,2.0,2.0,3154.0,16.909,0.818931
1128316,FR,FR,BEVER,HOTEL,5252.25,3146.042,2.0,2.0,3118.0,28.042,0.598989
1126911,FR,FR,OILSE,BEVER,494.97,3083.604,2.0,2.0,3066.0,17.604,6.229881
1126978,FR,FR,PIGS9,MEATP,1694.0,3002.23,2.0,2.0,2976.0,26.23,1.772273
1136307,FR,FR,AUXIL,INSUR,25533.41,2989.592,2.0,2.0,2960.0,29.592,0.117085
1127034,FR,FR,RAWMI,BEVER,548.61,2978.684,2.0,2.0,2971.0,7.684,5.429511
1128720,FR,FR,WOODW,PAPER,302.17,2723.22,2.0,2.0,2721.0,2.22,9.012212
1127604,FR,FR,MEATC,FOOD5,491.88,2689.641,2.0,2.0,2684.0,5.641,5.468084
1129926,FR,FR,PLAST,RUBBE,4422.13,2613.891,2.0,2.0,2521.0,92.891,0.591093
1128760,FR,FR,WOODW,MOTO1,278.41,2509.046,2.0,2.0,2507.0,2.046,9.012054
1128823,FR,FR,PULP5,WOODW,351.36,2427.547,2.0,2.0,2425.0,2.547,6.909002
1134801,FR,FR,WHOLE,WHOLE,19615.87,2285.268,2.0,2.0,2238.0,47.268,0.116501
1131514,FR,FR,FABRI,CONST,16467.17,2281.25,2.0,2.0,2195.0,86.25,0.138533
1128841,FR,FR,PULP5,PLAST,330.0,2280.392,2.0,2.0,2278.0,2.392,6.910279
1128719,FR,FR,WOODW,PULP5,250.55,2257.841,2.0,2.0,2256.0,1.841,9.011539
1134798,FR,FR,WHOLE,CONST,18732.3,2183.139,2.0,2.0,2138.0,45.139,0.116544
1126819,FR,FR,WHEAT,WHEAT,297.39,2164.008,2.0,2.0,2151.0,13.008,7.276667
1136910,FR,FR,BUSIN,RESEA,16014.74,2134.681,2.0,2.0,2102.0,32.681,0.133295
1127947,FR,FR,DAIRY,FOOD5,961.94,2115.366,2.0,2.0,2106.0,9.366,2.199062
1136907,FR,FR,BUSIN,REALE,14587.79,1943.769,2.0,2.0,1914.0,29.769,0.133246
1127024,FR,FR,RAWMI,RAWMI,357.09,1939.001,2.0,2.0,1934.0,5.001,5.430006
1128809,FR,FR,WOODW,RECRE,214.64,1934.577,2.0,2.0,1933.0,1.577,9.013124
1126845,FR,FR,WHEAT,HOTEL,258.37,1879.301,2.0,2.0,1868.0,11.301,7.273681
1136895,FR,FR,BUSIN,RETA1,13072.44,1742.676,2.0,2.0,1716.0,26.676,0.133309
1128851,FR,FR,PULP5,AUXIL,244.68,1690.774,2.0,2.0,1689.0,1.774,6.910144
1126871,FR,FR,CEREA,HOTEL,184.53,1666.097,2.0,2.0,1660.0,6.097,9.028868
1134478,FR,FR,CONST,RECRE,2009.76,1645.777,2.0,2.0,1637.0,8.777,0.818892
1126983,FR,FR,POULT,MEAT1,1859.3,1641.145,2.0,2.0,1624.0,17.145,0.882668
1128125,FR,FR,FOOD5,FOOD5,1585.67,1603.959,2.0,2.0,1591.0,12.959,1.011534
1130950,FR,FR,CEMEN,CONST,14115.99,1551.398,2.0,2.0,1466.0,85.398,0.109904
1126836,FR,FR,WHEAT,BEVER,210.66,1532.214,2.0,2.0,1523.0,9.214,7.273398
1126821,FR,FR,WHEAT,CATTL,208.22,1515.108,2.0,2.0,1506.0,9.108,7.276477
1134455,FR,FR,CONST,EDUCA,1844.43,1511.055,2.0,2.0,1503.0,8.055,0.819253
1128780,FR,FR,WOODW,REALE,161.63,1457.188,2.0,2.0,1456.0,1.188,9.015579
1128109,FR,FR,FOOD5,RAWMI,1439.03,1455.761,2.0,2.0,1444.0,11.761,1.011627
1136912,FR,FR,BUSIN,PUBLI,10814.18,1441.068,2.0,2.0,1419.0,22.068,0.133257
1136017,FR,FR,FINAN,REALE,21082.77,1425.374,2.0,2.0,1405.0,20.374,0.067608
1128769,FR,FR,WOODW,WHOLE,157.44,1419.157,2.0,2.0,1418.0,1.157,9.013955
1128784,FR,FR,WOODW,BUSIN,157.06,1415.154,2.0,2.0,1414.0,1.154,9.010276
1136909,FR,FR,BUSIN,COMPU,10351.55,1380.124,2.0,2.0,1359.0,21.124,0.133325
1136914,FR,FR,BUSIN,HEALT,10206.33,1359.828,2.0,2.0,1339.0,20.828,0.133234
1136014,FR,FR,FINAN,FINAN,19743.37,1335.08,2.0,2.0,1316.0,19.08,0.067622
1136908,FR,FR,BUSIN,RENTI,9646.56,1285.685,2.0,2.0,1266.0,19.685,0.133279
1136306,FR,FR,AUXIL,FINAN,10310.05,1206.949,2.0,2.0,1195.0,11.949,0.117065
1131801,FR,FR,OFFIC,PUBLI,4094.02,1201.896,2.0,2.0,1156.0,45.896,0.293574
